timestamp,voltage_V,temperature_K
2025-01-01T12:15:00,4.000,347.00
2025-01-01T12:15:05,5.000,375.84
2025-01-01T12:15:10,5.000,375.84
2025-01-01T12:15:20,2.767,311.43
2025-01-01T12:15:25,5.367,386.43
2025-01-01T12:15:30,5.446,388.71
2025-01-01T12:15:35,5.000,375.84
2025-01-01T12:15:40,5.670,395.17
2025-01-01T12:15:45,5.546,391.59
2025-01-01T12:15:50,5.600,393.15
2025-01-01T12:15:55,5.642,394.36
2025-01-01T12:16:00,5.000,375.84
2025-01-01T12:16:05,5.496,390.15
2025-01-01T12:16:10,5.535,391.27
2025-01-01T12:16:15,5.000,375.84
2025-01-01T12:16:20,5.378,386.75
2025-01-01T12:16:25,5.179,381.01
2025-01-01T12:16:35,5.000,375.84
2025-01-01T12:16:40,5.078,378.09
2025-01-01T12:16:45,8.000,462.38
2025-01-01T12:16:50,4.734,368.17
2025-01-01T12:16:55,4.000,347.00
2025-01-01T12:17:05,4.544,362.69
2025-01-01T12:17:10,4.000,347.00
2025-01-01T12:17:15,4.438,359.63
2025-01-01T12:17:20,4.337,356.72
2025-01-01T12:17:25,8.742,483.78
2025-01-01T12:17:30,4.000,347.00
2025-01-01T12:17:35,4.000,347.00
2025-01-01T12:17:40,4.476,360.73
2025-01-01T12:17:45,4.526,362.17
2025-01-01T12:17:50,4.444,359.80
2025-01-01T12:18:05,4.716,367.65
2025-01-01T12:18:10,7.000,433.53
2025-01-01T12:18:15,4.000,347.00
2025-01-01T12:18:20,4.960,374.69
2025-01-01T12:18:25,5.000,375.84
2025-01-01T12:18:35,5.000,375.84
2025-01-01T12:18:40,5.288,384.15
2025-01-01T12:18:50,5.000,375.84
2025-01-01T12:19:05,5.000,375.84
2025-01-01T12:19:10,5.660,394.88
2025-01-01T12:19:15,5.689,395.72
2025-01-01T12:19:25,5.000,375.84
2025-01-01T12:19:30,8.629,480.52
2025-01-01T12:19:40,5.343,385.74
2025-01-01T12:19:45,5.259,383.31
2025-01-01T12:19:50,5.000,375.84
2025-01-01T12:20:00,2.996,318.03
2025-01-01T12:20:05,4.881,372.41
2025-01-01T12:20:10,4.814,370.48
2025-01-01T12:20:15,4.000,347.00
2025-01-01T12:20:20,4.652,365.80
2025-01-01T12:20:25,4.000,347.00
2025-01-01T12:20:30,4.000,347.00
2025-01-01T12:20:35,4.558,363.09
2025-01-01T12:20:40,4.454,360.09
2025-01-01T12:20:50,4.315,356.08
2025-01-01T12:20:55,4.000,347.00
2025-01-01T12:21:00,4.409,358.79
2025-01-01T12:21:10,4.461,360.29
2025-01-01T12:21:15,4.000,347.00
2025-01-01T12:21:20,4.000,347.00
2025-01-01T12:21:25,2.986,317.75
2025-01-01T12:21:30,4.892,372.73
2025-01-01T12:21:35,4.000,347.00
2025-01-01T12:21:40,4.960,374.69
2025-01-01T12:21:45,5.000,375.84
2025-01-01T12:21:50,5.000,375.84
2025-01-01T12:21:55,5.000,375.84
2025-01-01T12:22:05,2.954,316.82
2025-01-01T12:22:10,5.547,391.62
2025-01-01T12:22:15,5.000,375.84
2025-01-01T12:22:20,5.000,375.84
2025-01-01T12:22:25,5.000,375.84
2025-01-01T12:22:30,5.000,375.84
2025-01-01T12:22:35,5.000,375.84
2025-01-01T12:22:40,9.000,491.23
2025-01-01T12:22:45,5.000,375.84
2025-01-01T12:22:50,5.000,375.84
2025-01-01T12:22:55,5.000,375.84
2025-01-01T12:23:00,5.395,387.24
2025-01-01T12:23:05,5.000,375.84
2025-01-01T12:23:10,5.141,379.91
2025-01-01T12:23:15,5.000,375.84
2025-01-01T12:23:20,4.000,347.00
2025-01-01T12:23:25,4.973,375.06
2025-01-01T12:23:30,4.000,347.00
2025-01-01T12:23:35,4.725,367.91
2025-01-01T12:23:40,4.000,347.00
2025-01-01T12:23:45,4.000,347.00
2025-01-01T12:23:55,4.000,347.00
2025-01-01T12:24:00,4.379,357.93
2025-01-01T12:24:05,4.309,355.91
2025-01-01T12:24:10,4.000,347.00
2025-01-01T12:24:15,4.502,361.48
2025-01-01T12:24:20,4.000,347.00
2025-01-01T12:24:25,4.000,347.00
2025-01-01T12:24:35,4.577,363.64
2025-01-01T12:24:40,4.615,364.74
2025-01-01T12:24:45,4.788,369.73
2025-01-01T12:24:50,4.741,368.37
2025-01-01T12:25:00,5.000,375.84
2025-01-01T12:25:05,5.000,375.84
2025-01-01T12:25:15,5.265,383.49
2025-01-01T12:25:20,5.000,375.84
2025-01-01T12:25:25,9.000,491.23
2025-01-01T12:25:35,5.000,375.84
2025-01-01T12:25:40,3.000,318.15
2025-01-01T12:25:45,5.000,375.84
2025-01-01T12:26:00,5.479,389.66
2025-01-01T12:26:05,5.590,392.86
2025-01-01T12:26:10,5.577,392.49
2025-01-01T12:26:15,5.000,375.84
2025-01-01T12:26:20,5.432,388.30
2025-01-01T12:26:25,5.000,375.84
2025-01-01T12:26:30,2.000,289.30
2025-01-01T12:26:35,5.000,375.84
2025-01-01T12:26:40,8.009,462.64
2025-01-01T12:26:45,4.000,347.00
2025-01-01T12:26:50,4.000,347.00
2025-01-01T12:27:00,9.178,496.36
2025-01-01T12:27:05,4.478,360.78
2025-01-01T12:27:15,4.417,359.02
2025-01-01T12:27:20,7.904,459.61
2025-01-01T12:27:25,4.318,356.17
2025-01-01T12:27:35,4.000,347.00
2025-01-01T12:27:40,4.000,347.00
2025-01-01T12:27:45,4.531,362.31
2025-01-01T12:27:50,4.000,347.00
2025-01-01T12:28:00,4.619,364.85
2025-01-01T12:28:05,4.000,347.00
2025-01-01T12:28:10,4.000,347.00
2025-01-01T12:28:15,4.000,347.00
