timestamp,voltage_V,temperature_K
2025-01-01T12:12:00,7.978,461.75
2025-01-01T12:12:05,7.875,458.77
2025-01-01T12:12:10,5.141,379.91
2025-01-01T12:12:15,5.203,381.70
2025-01-01T12:12:20,5.323,385.16
2025-01-01T12:12:25,5.518,390.78
2025-01-01T12:12:30,5.460,389.11
2025-01-01T12:12:35,5.567,392.20
2025-01-01T12:12:40,5.520,390.84
2025-01-01T12:12:45,5.589,392.83
2025-01-01T12:12:50,5.647,394.51
2025-01-01T12:13:00,5.576,392.46
2025-01-01T12:13:05,5.582,392.63
2025-01-01T12:13:10,5.559,391.97
2025-01-01T12:13:15,5.509,390.52
2025-01-01T12:13:30,5.092,378.50
2025-01-01T12:13:35,5.164,380.57
2025-01-01T12:13:45,5.005,375.99
2025-01-01T12:13:50,4.781,369.52
2025-01-01T12:14:00,4.703,367.27
2025-01-01T12:14:10,4.433,359.49
2025-01-01T12:14:15,4.399,358.51
2025-01-01T12:14:20,4.396,358.42
2025-01-01T12:14:25,4.439,359.66
2025-01-01T12:14:30,4.372,357.73
2025-01-01T12:14:40,4.521,362.02
2025-01-01T12:14:45,4.504,361.53
2025-01-01T12:14:50,8.663,481.51
2025-01-01T12:14:55,4.590,364.02
2025-01-01T12:15:00,4.741,368.37
2025-01-01T12:15:05,4.773,369.29
2025-01-01T12:15:10,4.803,370.16
2025-01-01T12:15:15,4.811,370.39
2025-01-01T12:15:20,4.956,374.57
2025-01-01T12:15:25,5.179,381.01
2025-01-01T12:15:30,2.964,317.11
2025-01-01T12:15:35,5.339,385.62
2025-01-01T12:15:40,5.355,386.08
2025-01-01T12:15:45,5.394,387.21
2025-01-01T12:15:50,5.487,389.89
2025-01-01T12:15:55,5.562,392.05
2025-01-01T12:16:00,5.521,390.87
2025-01-01T12:16:05,5.665,395.02
2025-01-01T12:16:10,5.520,390.84
2025-01-01T12:16:15,5.529,391.10
2025-01-01T12:16:20,5.474,389.52
2025-01-01T12:16:25,5.591,392.89
2025-01-01T12:16:30,5.398,387.32
2025-01-01T12:16:40,5.305,384.64
2025-01-01T12:16:45,5.323,385.16
2025-01-01T12:16:50,5.156,380.34
2025-01-01T12:16:55,5.155,380.31
2025-01-01T12:17:00,5.081,378.18
2025-01-01T12:17:05,3.399,329.66
2025-01-01T12:17:10,4.878,372.32
2025-01-01T12:17:15,4.687,366.81
2025-01-01T12:17:20,4.556,363.03
2025-01-01T12:17:25,4.536,362.46
2025-01-01T12:17:30,4.438,359.63
2025-01-01T12:17:35,4.461,360.29
2025-01-01T12:17:40,4.382,358.02
2025-01-01T12:17:45,4.337,356.72
2025-01-01T12:17:50,4.458,360.21
2025-01-01T12:18:00,4.457,360.18
2025-01-01T12:18:05,4.483,360.93
2025-01-01T12:18:10,8.601,479.72
2025-01-01T12:18:15,4.480,360.84
2025-01-01T12:18:20,4.615,364.74
2025-01-01T12:18:25,4.730,368.05
2025-01-01T12:18:30,2.628,307.42
2025-01-01T12:18:35,4.992,375.61
2025-01-01T12:18:40,5.006,376.02
2025-01-01T12:18:45,5.106,378.90
2025-01-01T12:18:50,5.188,381.27
2025-01-01T12:18:55,5.207,381.81
2025-01-01T12:19:00,5.431,388.27
2025-01-01T12:19:05,5.497,390.18
2025-01-01T12:19:10,5.402,387.44
2025-01-01T12:19:20,5.589,392.83
2025-01-01T12:19:30,5.617,393.64
2025-01-01T12:19:40,5.538,391.36
2025-01-01T12:19:45,5.442,388.59
2025-01-01T12:19:50,5.475,389.54
2025-01-01T12:19:55,5.460,389.11
2025-01-01T12:20:10,8.375,473.20
2025-01-01T12:20:20,5.071,377.89
2025-01-01T12:20:25,4.998,375.78
2025-01-01T12:20:30,4.846,371.40
2025-01-01T12:20:35,4.797,369.99
2025-01-01T12:20:40,4.727,367.97
2025-01-01T12:20:45,4.523,362.08
2025-01-01T12:20:50,4.541,362.60
2025-01-01T12:20:55,3.201,323.95
2025-01-01T12:21:00,4.497,361.33
2025-01-01T12:21:05,9.041,492.41
2025-01-01T12:21:10,4.374,357.78
2025-01-01T12:21:15,4.444,359.80
2025-01-01T12:21:20,4.505,361.56
2025-01-01T12:21:25,4.396,358.42
2025-01-01T12:21:30,4.502,361.48
2025-01-01T12:21:35,2.948,316.65
2025-01-01T12:21:45,4.692,366.96
2025-01-01T12:21:50,4.795,369.93
2025-01-01T12:22:00,4.940,374.11
2025-01-01T12:22:05,5.007,376.04
2025-01-01T12:22:10,5.244,382.88
2025-01-01T12:22:15,5.271,383.66
2025-01-01T12:22:20,5.429,388.22
2025-01-01T12:22:25,5.403,387.47
2025-01-01T12:22:30,5.540,391.42
2025-01-01T12:22:35,5.576,392.46
2025-01-01T12:22:40,5.475,389.54
2025-01-01T12:22:45,5.555,391.85
2025-01-01T12:22:50,5.545,391.56
2025-01-01T12:22:55,5.619,393.70
2025-01-01T12:23:05,5.466,389.28
2025-01-01T12:23:15,5.355,386.08
2025-01-01T12:23:20,5.268,383.57
2025-01-01T12:23:25,5.266,383.52
2025-01-01T12:23:30,5.248,383.00
2025-01-01T12:23:35,5.105,378.87
2025-01-01T12:23:40,4.974,375.09
2025-01-01T12:23:45,4.877,372.29
2025-01-01T12:23:50,4.853,371.60
2025-01-01T12:23:55,4.824,370.77
2025-01-01T12:24:00,4.575,363.58
2025-01-01T12:24:05,4.657,365.95
2025-01-01T12:24:10,4.497,361.33
2025-01-01T12:24:15,4.494,361.25
2025-01-01T12:24:20,4.524,362.11
2025-01-01T12:24:25,4.453,360.06
2025-01-01T12:24:30,4.368,357.61
2025-01-01T12:24:40,4.424,359.23
2025-01-01T12:24:45,4.372,357.73
2025-01-01T12:24:50,4.453,360.06
2025-01-01T12:24:55,2.674,308.75
2025-01-01T12:25:00,4.700,367.19
2025-01-01T12:25:05,4.806,370.25
2025-01-01T12:25:15,4.951,374.43
2025-01-01T12:25:25,5.010,376.13
2025-01-01T12:25:30,5.226,382.36
2025-01-01T12:25:40,5.452,388.88
2025-01-01T12:25:45,5.407,387.58
2025-01-01T12:25:50,5.554,391.82
2025-01-01T12:25:55,2.920,315.84
2025-01-01T12:26:00,5.573,392.37
2025-01-01T12:26:10,5.646,394.48
2025-01-01T12:26:15,5.526,391.02
2025-01-01T12:26:20,5.615,393.58
2025-01-01T12:26:25,5.566,392.17
2025-01-01T12:26:30,5.472,389.46
2025-01-01T12:26:35,5.328,385.30
2025-01-01T12:26:40,5.427,388.16
2025-01-01T12:26:45,5.221,382.22
2025-01-01T12:26:50,5.258,383.28
2025-01-01T12:26:55,5.006,376.02
