timestamp,voltage_V,temperature_K
2025-01-01T12:24:05,5.131,379.62
2025-01-01T12:24:10,5.135,379.74
2025-01-01T12:24:20,5.322,385.13
2025-01-01T12:24:25,5.484,389.80
2025-01-01T12:24:30,5.584,392.69
2025-01-01T12:24:35,5.507,390.47
2025-01-01T12:24:40,5.506,390.44
2025-01-01T12:24:45,5.678,395.40
2025-01-01T12:24:50,5.620,393.73
2025-01-01T12:24:55,5.539,391.39
2025-01-01T12:25:00,5.545,391.56
2025-01-01T12:25:05,5.605,393.29
2025-01-01T12:25:10,5.540,391.42
2025-01-01T12:25:15,5.487,389.89
2025-01-01T12:25:25,8.001,462.41
2025-01-01T12:25:30,5.161,380.49
2025-01-01T12:25:35,5.031,376.74
2025-01-01T12:25:40,5.006,376.02
2025-01-01T12:25:45,4.995,375.70
2025-01-01T12:25:50,4.727,367.97
2025-01-01T12:25:55,4.719,367.74
2025-01-01T12:26:05,4.634,365.28
2025-01-01T12:26:10,8.478,476.17
2025-01-01T12:26:15,4.455,360.12
2025-01-01T12:26:20,4.337,356.72
2025-01-01T12:26:25,4.393,358.33
2025-01-01T12:26:30,4.493,361.22
2025-01-01T12:26:35,4.332,356.57
2025-01-01T12:26:45,4.414,358.94
2025-01-01T12:26:50,4.594,364.13
2025-01-01T12:27:10,4.759,368.89
2025-01-01T12:27:15,4.840,371.23
2025-01-01T12:27:20,5.001,375.87
2025-01-01T12:27:25,5.144,380.00
2025-01-01T12:27:30,5.215,382.04
2025-01-01T12:27:35,5.302,384.55
2025-01-01T12:27:40,2.600,306.61
2025-01-01T12:27:45,5.405,387.52
2025-01-01T12:27:50,5.546,391.59
2025-01-01T12:28:00,5.564,392.11
2025-01-01T12:28:05,5.652,394.65
2025-01-01T12:28:10,5.553,391.79
2025-01-01T12:28:15,5.530,391.13
2025-01-01T12:28:20,5.574,392.40
2025-01-01T12:28:25,5.444,388.65
2025-01-01T12:28:30,5.431,388.27
2025-01-01T12:28:35,5.465,389.26
2025-01-01T12:28:40,5.279,383.89
2025-01-01T12:28:45,5.354,386.05
2025-01-01T12:28:50,5.251,383.08
2025-01-01T12:28:55,2.631,307.51
2025-01-01T12:29:00,4.908,373.19
2025-01-01T12:29:05,4.965,374.83
2025-01-01T12:29:10,4.820,370.65
2025-01-01T12:29:20,4.674,366.44
2025-01-01T12:29:25,4.485,360.99
2025-01-01T12:29:30,4.574,363.55
2025-01-01T12:29:40,4.500,361.42
2025-01-01T12:29:45,4.438,359.63
2025-01-01T12:29:50,4.349,357.06
2025-01-01T12:29:55,4.318,356.17
2025-01-01T12:30:00,4.492,361.19
2025-01-01T12:30:05,4.512,361.77
2025-01-01T12:30:10,4.606,364.48
2025-01-01T12:30:15,4.580,363.73
2025-01-01T12:30:20,4.645,365.60
2025-01-01T12:30:25,4.807,370.27
2025-01-01T12:30:30,4.867,372.01
2025-01-01T12:30:35,4.899,372.93
2025-01-01T12:30:40,5.041,377.02
2025-01-01T12:30:45,5.042,377.05
2025-01-01T12:30:50,5.104,378.84
2025-01-01T12:30:55,5.196,381.50
2025-01-01T12:31:00,5.371,386.54
2025-01-01T12:31:15,5.464,389.23
2025-01-01T12:31:20,5.654,394.71
2025-01-01T12:31:25,5.582,392.63
2025-01-01T12:31:30,5.653,394.68
2025-01-01T12:31:35,5.674,395.28
2025-01-01T12:31:40,3.050,319.59
2025-01-01T12:31:45,5.545,391.56
2025-01-01T12:31:50,5.485,389.83
2025-01-01T12:31:55,5.360,386.23
2025-01-01T12:32:00,5.387,387.01
2025-01-01T12:32:05,5.278,383.86
2025-01-01T12:32:10,5.275,383.77
2025-01-01T12:32:15,7.981,461.83
2025-01-01T12:32:20,5.019,376.39
2025-01-01T12:32:25,4.949,374.37
2025-01-01T12:32:35,4.781,369.52
2025-01-01T12:32:40,4.714,367.59
2025-01-01T12:32:45,4.652,365.80
2025-01-01T12:32:50,4.513,361.79
2025-01-01T12:32:55,4.472,360.61
2025-01-01T12:33:05,4.474,360.67
2025-01-01T12:33:10,4.371,357.70
2025-01-01T12:33:15,4.333,356.60
2025-01-01T12:33:20,4.340,356.80
2025-01-01T12:33:25,4.370,357.67
2025-01-01T12:33:30,3.347,328.16
2025-01-01T12:33:35,4.561,363.18
2025-01-01T12:33:40,4.745,368.49
2025-01-01T12:33:45,4.686,366.78
2025-01-01T12:33:50,4.815,370.51
2025-01-01T12:33:55,4.947,374.31
2025-01-01T12:34:00,3.126,321.78
2025-01-01T12:34:05,5.004,375.96
2025-01-01T12:34:10,5.228,382.42
2025-01-01T12:34:15,5.185,381.18
2025-01-01T12:34:20,5.265,383.49
2025-01-01T12:34:25,5.478,389.63
2025-01-01T12:34:35,5.550,391.71
2025-01-01T12:34:40,5.635,394.16
2025-01-01T12:34:50,5.629,393.99
2025-01-01T12:34:55,5.618,393.67
2025-01-01T12:35:00,5.557,391.91
2025-01-01T12:35:05,5.505,390.41
2025-01-01T12:35:10,5.563,392.08
2025-01-01T12:35:15,5.430,388.25
2025-01-01T12:35:20,5.372,386.57
2025-01-01T12:35:25,5.330,385.36
2025-01-01T12:35:30,5.207,381.81
2025-01-01T12:35:40,5.023,376.51
2025-01-01T12:35:45,8.034,463.36
2025-01-01T12:36:00,4.582,363.78
2025-01-01T12:36:05,4.616,364.77
2025-01-01T12:36:10,4.442,359.75
2025-01-01T12:36:20,4.367,357.58
2025-01-01T12:36:30,4.438,359.63
2025-01-01T12:36:45,4.547,362.77
2025-01-01T12:36:50,4.578,363.67
2025-01-01T12:36:55,4.561,363.18
2025-01-01T12:37:00,4.582,363.78
2025-01-01T12:37:05,8.057,464.02
2025-01-01T12:37:10,4.874,372.21
2025-01-01T12:37:20,4.912,373.30
2025-01-01T12:37:25,5.078,378.09
2025-01-01T12:37:35,5.227,382.39
2025-01-01T12:37:40,5.333,385.45
2025-01-01T12:37:45,5.350,385.94
2025-01-01T12:37:50,5.422,388.02
2025-01-01T12:37:55,5.593,392.95
2025-01-01T12:38:00,5.576,392.46
2025-01-01T12:38:05,5.590,392.86
2025-01-01T12:38:10,5.620,393.73
2025-01-01T12:38:15,5.615,393.58
2025-01-01T12:38:20,5.575,392.43
2025-01-01T12:38:25,5.569,392.26
2025-01-01T12:38:30,5.535,391.27
2025-01-01T12:38:35,5.516,390.73
2025-01-01T12:38:40,5.443,388.62
2025-01-01T12:38:45,5.288,384.15
2025-01-01T12:38:50,5.123,379.39
2025-01-01T12:38:55,5.062,377.63
