timestamp,voltage_V,temperature_K
2025-01-01T12:30:00,4.917,373.45
2025-01-01T12:30:05,5.145,380.02
2025-01-01T12:30:15,5.298,384.44
2025-01-01T12:30:20,5.283,384.01
2025-01-01T12:30:25,5.496,390.15
2025-01-01T12:30:30,5.507,390.47
2025-01-01T12:30:35,5.507,390.47
2025-01-01T12:30:40,5.508,390.50
2025-01-01T12:30:45,5.692,395.80
2025-01-01T12:30:50,5.613,393.52
2025-01-01T12:30:55,5.566,392.17
2025-01-01T12:31:00,5.515,390.70
2025-01-01T12:31:05,5.613,393.52
2025-01-01T12:31:10,5.583,392.66
2025-01-01T12:31:15,5.471,389.43
2025-01-01T12:31:20,5.266,383.52
2025-01-01T12:31:30,5.218,382.13
2025-01-01T12:31:35,5.050,377.28
2025-01-01T12:31:40,5.066,377.75
2025-01-01T12:31:45,4.886,372.55
2025-01-01T12:31:50,4.786,369.67
2025-01-01T12:31:55,4.697,367.10
2025-01-01T12:32:00,4.703,367.27
2025-01-01T12:32:05,4.528,362.23
2025-01-01T12:32:10,4.522,362.05
2025-01-01T12:32:15,4.482,360.90
2025-01-01T12:32:20,4.354,357.21
2025-01-01T12:32:25,4.485,360.99
2025-01-01T12:32:30,4.440,359.69
2025-01-01T12:32:35,4.498,361.36
2025-01-01T12:32:40,4.347,357.01
2025-01-01T12:32:45,4.517,361.91
2025-01-01T12:32:50,8.524,477.50
2025-01-01T12:32:55,4.559,363.12
2025-01-01T12:33:00,7.920,460.07
2025-01-01T12:33:05,4.807,370.27
2025-01-01T12:33:15,4.924,373.65
2025-01-01T12:33:20,4.969,374.95
2025-01-01T12:33:25,5.006,376.02
2025-01-01T12:33:30,5.116,379.19
2025-01-01T12:33:35,5.206,381.78
2025-01-01T12:33:40,5.439,388.51
2025-01-01T12:33:45,5.387,387.01
2025-01-01T12:33:50,5.551,391.74
2025-01-01T12:33:55,5.483,389.77
2025-01-01T12:34:00,5.568,392.23
2025-01-01T12:34:05,5.529,391.10
2025-01-01T12:34:10,5.693,395.83
2025-01-01T12:34:20,5.653,394.68
2025-01-01T12:34:25,5.592,392.92
2025-01-01T12:34:30,5.535,391.27
2025-01-01T12:34:35,5.409,387.64
2025-01-01T12:34:40,5.347,385.85
2025-01-01T12:34:45,5.235,382.62
2025-01-01T12:34:50,5.101,378.76
2025-01-01T12:34:55,5.090,378.44
2025-01-01T12:35:05,4.920,373.53
2025-01-01T12:35:10,4.879,372.35
2025-01-01T12:35:15,4.654,365.86
2025-01-01T12:35:20,4.675,366.47
2025-01-01T12:35:30,4.531,362.31
2025-01-01T12:35:40,4.514,361.82
2025-01-01T12:35:45,4.384,358.07
2025-01-01T12:35:50,4.368,357.61
2025-01-01T12:35:55,4.346,356.98
2025-01-01T12:36:05,4.523,362.08
2025-01-01T12:36:10,4.543,362.66
2025-01-01T12:36:15,4.568,363.38
2025-01-01T12:36:20,4.666,366.21
