timestamp,voltage_V,temperature_K
2025-01-01T12:06:00,4.918,373.48
2025-01-01T12:06:05,5.015,376.27
2025-01-01T12:06:10,5.283,384.01
2025-01-01T12:06:15,2.839,313.51
2025-01-01T12:06:20,5.422,388.02
2025-01-01T12:06:25,5.508,390.50
2025-01-01T12:06:30,5.397,387.29
2025-01-01T12:06:35,5.474,389.52
2025-01-01T12:06:40,5.547,391.62
2025-01-01T12:06:45,5.508,390.50
2025-01-01T12:06:50,5.568,392.23
2025-01-01T12:06:55,8.145,466.56
2025-01-01T12:07:00,5.493,390.06
2025-01-01T12:07:05,5.475,389.54
2025-01-01T12:07:10,5.531,391.16
2025-01-01T12:07:15,5.430,388.25
2025-01-01T12:07:20,5.288,384.15
2025-01-01T12:07:25,5.335,385.51
2025-01-01T12:07:30,5.213,381.99
2025-01-01T12:07:35,5.001,375.87
2025-01-01T12:07:40,5.066,377.75
2025-01-01T12:07:45,4.909,373.22
2025-01-01T12:07:55,4.743,368.43
2025-01-01T12:08:00,9.038,492.32
2025-01-01T12:08:05,4.553,362.95
2025-01-01T12:08:10,4.502,361.48
2025-01-01T12:08:15,4.415,358.97
2025-01-01T12:08:20,4.357,357.29
2025-01-01T12:08:30,8.034,463.36
2025-01-01T12:08:35,8.369,473.02
2025-01-01T12:08:40,4.370,357.67
2025-01-01T12:08:45,4.475,360.70
2025-01-01T12:08:50,4.612,364.65
2025-01-01T12:08:55,4.547,362.77
2025-01-01T12:09:00,4.671,366.35
2025-01-01T12:09:05,4.653,365.83
2025-01-01T12:09:10,4.871,372.12
2025-01-01T12:09:15,4.917,373.45
2025-01-01T12:09:20,4.929,373.79
2025-01-01T12:09:25,5.079,378.12
2025-01-01T12:09:30,5.285,384.06
2025-01-01T12:09:35,5.308,384.73
2025-01-01T12:09:40,5.378,386.75
2025-01-01T12:09:45,3.190,323.63
2025-01-01T12:09:55,5.577,392.49
2025-01-01T12:10:00,5.524,390.96
2025-01-01T12:10:05,8.531,477.70
2025-01-01T12:10:10,5.548,391.65
2025-01-01T12:10:15,5.537,391.33
2025-01-01T12:10:25,5.625,393.87
2025-01-01T12:10:30,5.434,388.36
2025-01-01T12:10:35,5.401,387.41
2025-01-01T12:10:45,5.212,381.96
2025-01-01T12:10:50,5.211,381.93
2025-01-01T12:10:55,5.082,378.21
2025-01-01T12:11:00,5.047,377.20
2025-01-01T12:11:05,4.852,371.57
2025-01-01T12:11:10,4.740,368.34
2025-01-01T12:11:15,4.766,369.09
2025-01-01T12:11:20,4.602,364.36
2025-01-01T12:11:25,4.484,360.96
2025-01-01T12:11:35,4.560,363.15
2025-01-01T12:11:40,4.452,360.03
