tiempo,voltaje
2025-01-01T00:36:00,4.957
2025-01-01T00:36:05,5.098
2025-01-01T00:36:10,5.110
2025-01-01T00:36:15,5.196
2025-01-01T00:36:20,5.210
2025-01-01T00:36:25,5.308
2025-01-01T00:36:30,5.347
2025-01-01T00:36:35,5.365
2025-01-01T00:36:40,5.458
2025-01-01T00:36:45,5.495
2025-01-01T00:36:50,5.522
2025-01-01T00:36:55,5.441
2025-01-01T00:37:00,5.519
2025-01-01T00:37:05,5.500
2025-01-01T00:37:10,5.509
2025-01-01T00:37:15,5.475
2025-01-01T00:37:20,5.431
2025-01-01T00:37:25,5.446
2025-01-01T00:37:30,5.385
2025-01-01T00:37:35,5.330
2025-01-01T00:37:40,2.822
2025-01-01T00:37:45,5.284
2025-01-01T00:37:50,5.161
2025-01-01T00:37:55,5.133
2025-01-01T00:38:00,5.048
2025-01-01T00:38:05,4.956
2025-01-01T00:38:10,4.931
2025-01-01T00:38:15,4.886
2025-01-01T00:38:20,4.830
2025-01-01T00:38:25,4.755
2025-01-01T00:38:30,4.743
2025-01-01T00:38:35,4.644
2025-01-01T00:38:40,4.583
2025-01-01T00:38:45,4.561
2025-01-01T00:38:50,4.589
2025-01-01T00:38:55,4.542
2025-01-01T00:39:00,4.560
2025-01-01T00:39:05,2.818
2025-01-01T00:39:10,4.480
2025-01-01T00:39:15,4.547
2025-01-01T00:39:20,4.497
2025-01-01T00:39:25,4.607
2025-01-01T00:39:30,4.608
2025-01-01T00:39:35,3.193
2025-01-01T00:39:40,4.692
2025-01-01T00:39:45,4.695
2025-01-01T00:39:50,4.778
2025-01-01T00:39:55,4.817
2025-01-01T00:40:00,4.834
2025-01-01T00:40:05,4.905
2025-01-01T00:40:10,4.997
2025-01-01T00:40:15,5.097
2025-01-01T00:40:20,5.151
2025-01-01T00:40:25,5.219
2025-01-01T00:40:30,5.203
2025-01-01T00:40:35,5.318
2025-01-01T00:40:40,5.336
2025-01-01T00:40:45,5.370
2025-01-01T00:40:50,5.378
2025-01-01T00:40:55,5.394
2025-01-01T00:41:00,5.516
2025-01-01T00:41:05,5.481
2025-01-01T00:41:10,5.487
2025-01-01T00:41:15,5.504
2025-01-01T00:41:20,5.434
2025-01-01T00:41:25,5.526
2025-01-01T00:41:30,5.507
2025-01-01T00:41:35,5.438
2025-01-01T00:41:40,5.398
2025-01-01T00:41:45,5.400
2025-01-01T00:41:50,5.281
2025-01-01T00:41:55,5.203
2025-01-01T00:42:00,5.192
2025-01-01T00:42:05,5.172
2025-01-01T00:42:10,5.015
2025-01-01T00:42:15,4.944
2025-01-01T00:42:20,4.936
2025-01-01T00:42:25,4.824
2025-01-01T00:42:30,4.790
2025-01-01T00:42:35,4.778
2025-01-01T00:42:40,4.653
2025-01-01T00:42:45,4.618
2025-01-01T00:42:50,4.604
2025-01-01T00:42:55,4.531
2025-01-01T00:43:00,4.545
2025-01-01T00:43:05,4.579
2025-01-01T00:43:10,4.464
2025-01-01T00:43:15,4.493
2025-01-01T00:43:20,4.498
2025-01-01T00:43:25,4.562
2025-01-01T00:43:30,4.525
2025-01-01T00:43:35,2.738
2025-01-01T00:43:40,4.566
2025-01-01T00:43:45,4.618
2025-01-01T00:43:50,4.703
2025-01-01T00:43:55,4.715
2025-01-01T00:44:00,4.734
2025-01-01T00:44:05,4.811
2025-01-01T00:44:10,4.901
2025-01-01T00:44:15,4.951
2025-01-01T00:44:20,4.961
2025-01-01T00:44:25,5.111
2025-01-01T00:44:30,5.119
2025-01-01T00:44:35,5.146
2025-01-01T00:44:40,5.228
2025-01-01T00:44:45,5.263
2025-01-01T00:44:50,5.315
2025-01-01T00:44:55,5.360
2025-01-01T00:45:00,5.446
2025-01-01T00:45:05,5.418
2025-01-01T00:45:10,5.535
2025-01-01T00:45:15,5.551
2025-01-01T00:45:20,5.452
2025-01-01T00:45:25,5.478
2025-01-01T00:45:30,5.461
2025-01-01T00:45:35,5.471
2025-01-01T00:45:40,5.476
2025-01-01T00:45:45,5.408
2025-01-01T00:45:50,5.428
2025-01-01T00:45:55,5.284
2025-01-01T00:46:00,5.344
2025-01-01T00:46:05,5.271
2025-01-01T00:46:10,5.132
2025-01-01T00:46:15,5.093
2025-01-01T00:46:20,5.019
2025-01-01T00:46:25,5.041
2025-01-01T00:46:30,4.880
2025-01-01T00:46:35,4.851
2025-01-01T00:46:40,4.803
2025-01-01T00:46:45,4.791
2025-01-01T00:46:50,4.665
2025-01-01T00:46:55,7.716
2025-01-01T00:47:00,4.638
2025-01-01T00:47:05,4.615
2025-01-01T00:47:10,4.574
2025-01-01T00:47:15,4.511
2025-01-01T00:47:20,8.267
2025-01-01T00:47:25,4.552
2025-01-01T00:47:30,4.470
2025-01-01T00:47:35,4.499
2025-01-01T00:47:40,4.505
2025-01-01T00:47:45,4.568
2025-01-01T00:47:50,4.624
2025-01-01T00:47:55,4.654
2025-01-01T00:48:00,4.618
2025-01-01T00:48:05,4.659
2025-01-01T00:48:10,4.767
2025-01-01T00:48:15,4.781
2025-01-01T00:48:20,4.928
2025-01-01T00:48:25,4.903
2025-01-01T00:48:30,4.961
2025-01-01T00:48:35,5.041
2025-01-01T00:48:40,5.119
2025-01-01T00:48:45,5.222
2025-01-01T00:48:50,5.225
