tiempo,voltaje
2025-01-01T00:20:00,5.021
2025-01-01T00:20:05,5.012
2025-01-01T00:20:10,5.122
2025-01-01T00:20:15,5.231
2025-01-01T00:20:20,5.295
2025-01-01T00:20:25,5.343
2025-01-01T00:20:30,5.306
2025-01-01T00:20:35,5.430
2025-01-01T00:20:40,5.386
2025-01-01T00:20:45,5.467
2025-01-01T00:20:50,5.428
2025-01-01T00:20:55,5.512
2025-01-01T00:21:00,5.513
2025-01-01T00:21:05,5.504
2025-01-01T00:21:10,5.489
2025-01-01T00:21:15,5.475
2025-01-01T00:21:20,5.500
2025-01-01T00:21:25,5.421
2025-01-01T00:21:30,5.435
2025-01-01T00:21:35,5.309
2025-01-01T00:21:40,5.240
2025-01-01T00:21:45,5.238
2025-01-01T00:21:50,5.184
2025-01-01T00:21:55,5.147
2025-01-01T00:22:00,5.120
2025-01-01T00:22:05,4.995
2025-01-01T00:22:10,4.879
2025-01-01T00:22:15,4.885
2025-01-01T00:22:20,4.829
2025-01-01T00:22:25,4.765
2025-01-01T00:22:30,4.703
2025-01-01T00:22:35,4.642
2025-01-01T00:22:40,4.580
2025-01-01T00:22:45,4.563
2025-01-01T00:22:50,4.521
2025-01-01T00:22:55,4.480
2025-01-01T00:23:00,4.476
2025-01-01T00:23:05,4.473
2025-01-01T00:23:10,4.493
2025-01-01T00:23:15,4.466
2025-01-01T00:23:20,4.482
2025-01-01T00:23:25,4.509
2025-01-01T00:23:30,4.637
2025-01-01T00:23:35,4.617
2025-01-01T00:23:40,4.692
2025-01-01T00:23:45,4.714
2025-01-01T00:23:50,4.747
2025-01-01T00:23:55,4.763
2025-01-01T00:24:00,4.873
2025-01-01T00:24:05,4.931
2025-01-01T00:24:10,4.983
2025-01-01T00:24:15,5.114
2025-01-01T00:24:20,5.067
2025-01-01T00:24:25,5.228
2025-01-01T00:24:30,5.205
2025-01-01T00:24:35,5.312
2025-01-01T00:24:40,5.376
2025-01-01T00:24:45,5.406
2025-01-01T00:24:50,5.451
2025-01-01T00:24:55,5.438
2025-01-01T00:25:00,5.491
2025-01-01T00:25:05,5.451
2025-01-01T00:25:10,5.479
2025-01-01T00:25:15,5.508
2025-01-01T00:25:20,5.440
2025-01-01T00:25:25,5.443
2025-01-01T00:25:30,5.427
2025-01-01T00:25:35,5.440
2025-01-01T00:25:40,5.379
2025-01-01T00:25:45,5.326
2025-01-01T00:25:50,5.350
2025-01-01T00:25:55,8.162
2025-01-01T00:26:00,5.237
2025-01-01T00:26:05,5.074
2025-01-01T00:26:10,5.015
2025-01-01T00:26:15,5.045
2025-01-01T00:26:20,4.880
2025-01-01T00:26:25,4.907
2025-01-01T00:26:30,4.787
2025-01-01T00:26:35,4.778
2025-01-01T00:26:40,4.683
2025-01-01T00:26:45,4.632
2025-01-01T00:26:50,4.570
2025-01-01T00:26:55,4.521
2025-01-01T00:27:00,4.591
2025-01-01T00:27:05,4.522
2025-01-01T00:27:10,4.514
2025-01-01T00:27:15,4.494
2025-01-01T00:27:20,4.525
2025-01-01T00:27:25,4.521
2025-01-01T00:27:30,4.541
2025-01-01T00:27:35,4.550
2025-01-01T00:27:40,4.555
2025-01-01T00:27:45,4.620
2025-01-01T00:27:50,4.651
2025-01-01T00:27:55,4.677
2025-01-01T00:28:00,4.699
2025-01-01T00:28:05,4.858
2025-01-01T00:28:10,8.447
2025-01-01T00:28:15,2.876
2025-01-01T00:28:20,2.947
2025-01-01T00:28:25,5.070
2025-01-01T00:28:30,5.084
2025-01-01T00:28:35,5.171
2025-01-01T00:28:40,5.212
2025-01-01T00:28:45,5.263
2025-01-01T00:28:50,5.391
2025-01-01T00:28:55,5.407
2025-01-01T00:29:00,5.451
2025-01-01T00:29:05,5.442
2025-01-01T00:29:10,5.437
2025-01-01T00:29:15,5.508
2025-01-01T00:29:20,5.472
2025-01-01T00:29:25,3.021
2025-01-01T00:29:30,5.453
2025-01-01T00:29:35,5.448
2025-01-01T00:29:40,5.480
2025-01-01T00:29:45,5.380
2025-01-01T00:29:50,5.366
2025-01-01T00:29:55,5.378
2025-01-01T00:30:00,5.290
2025-01-01T00:30:05,5.221
2025-01-01T00:30:10,5.238
2025-01-01T00:30:15,5.157
2025-01-01T00:30:20,5.059
2025-01-01T00:30:25,5.041
