tiempo,voltaje
2025-01-01T00:38:00,5.057
2025-01-01T00:38:05,5.023
2025-01-01T00:38:10,5.125
2025-01-01T00:38:15,5.215
2025-01-01T00:38:20,3.212
2025-01-01T00:38:25,5.325
2025-01-01T00:38:30,5.354
2025-01-01T00:38:35,5.412
2025-01-01T00:38:40,5.418
2025-01-01T00:38:45,5.437
2025-01-01T00:38:50,5.424
2025-01-01T00:38:55,5.487
2025-01-01T00:39:00,8.225
2025-01-01T00:39:05,5.498
2025-01-01T00:39:10,5.544
2025-01-01T00:39:15,5.460
2025-01-01T00:39:20,5.469
2025-01-01T00:39:25,7.885
2025-01-01T00:39:30,5.393
2025-01-01T00:39:35,5.335
2025-01-01T00:39:40,5.343
2025-01-01T00:39:45,5.242
2025-01-01T00:39:50,5.207
2025-01-01T00:39:55,5.142
2025-01-01T00:40:00,5.091
2025-01-01T00:40:05,4.944
2025-01-01T00:40:10,4.953
2025-01-01T00:40:15,4.899
2025-01-01T00:40:20,4.787
2025-01-01T00:40:25,4.781
2025-01-01T00:40:30,4.718
2025-01-01T00:40:35,8.144
2025-01-01T00:40:40,4.665
2025-01-01T00:40:45,4.588
2025-01-01T00:40:50,4.550
2025-01-01T00:40:55,4.515
2025-01-01T00:41:00,4.479
2025-01-01T00:41:05,4.557
2025-01-01T00:41:10,4.487
2025-01-01T00:41:15,4.498
2025-01-01T00:41:20,4.552
2025-01-01T00:41:25,4.564
2025-01-01T00:41:30,4.559
2025-01-01T00:41:35,4.645
2025-01-01T00:41:40,4.645
2025-01-01T00:41:45,4.765
2025-01-01T00:41:50,4.699
2025-01-01T00:41:55,4.839
2025-01-01T00:42:00,4.894
2025-01-01T00:42:05,4.898
2025-01-01T00:42:10,5.024
2025-01-01T00:42:15,5.025
2025-01-01T00:42:20,5.118
2025-01-01T00:42:25,5.146
2025-01-01T00:42:30,5.203
2025-01-01T00:42:35,5.265
2025-01-01T00:42:40,5.331
2025-01-01T00:42:45,5.400
2025-01-01T00:42:50,5.382
2025-01-01T00:42:55,5.438
2025-01-01T00:43:00,5.457
2025-01-01T00:43:05,5.488
2025-01-01T00:43:10,5.451
2025-01-01T00:43:15,8.488
2025-01-01T00:43:20,5.443
2025-01-01T00:43:25,5.416
2025-01-01T00:43:30,5.511
2025-01-01T00:43:35,5.474
2025-01-01T00:43:40,5.366
2025-01-01T00:43:45,5.327
2025-01-01T00:43:50,5.354
2025-01-01T00:43:55,5.294
2025-01-01T00:44:00,5.169
2025-01-01T00:44:05,5.107
2025-01-01T00:44:10,5.015
2025-01-01T00:44:15,5.024
2025-01-01T00:44:20,4.984
2025-01-01T00:44:25,4.888
2025-01-01T00:44:30,4.789
2025-01-01T00:44:35,4.797
2025-01-01T00:44:40,4.720
2025-01-01T00:44:45,4.655
2025-01-01T00:44:50,4.577
2025-01-01T00:44:55,4.633
2025-01-01T00:45:00,4.490
2025-01-01T00:45:05,4.470
2025-01-01T00:45:10,4.488
2025-01-01T00:45:15,4.514
2025-01-01T00:45:20,4.514
2025-01-01T00:45:25,4.500
2025-01-01T00:45:30,4.576
2025-01-01T00:45:35,4.590
2025-01-01T00:45:40,4.606
2025-01-01T00:45:45,4.578
2025-01-01T00:45:50,4.660
2025-01-01T00:45:55,4.749
2025-01-01T00:46:00,4.714
2025-01-01T00:46:05,4.792
2025-01-01T00:46:10,4.882
2025-01-01T00:46:15,4.897
2025-01-01T00:46:20,4.954
2025-01-01T00:46:25,5.032
2025-01-01T00:46:30,5.155
2025-01-01T00:46:35,5.135
2025-01-01T00:46:40,5.267
2025-01-01T00:46:45,5.345
2025-01-01T00:46:50,5.374
2025-01-01T00:46:55,5.356
2025-01-01T00:47:00,5.470
2025-01-01T00:47:05,5.409
2025-01-01T00:47:10,5.503
2025-01-01T00:47:15,5.514
2025-01-01T00:47:20,5.551
2025-01-01T00:47:25,5.511
2025-01-01T00:47:30,5.476
2025-01-01T00:47:35,5.504
2025-01-01T00:47:40,5.469
2025-01-01T00:47:45,5.465
2025-01-01T00:47:50,5.352
2025-01-01T00:47:55,5.293
2025-01-01T00:48:00,5.323
2025-01-01T00:48:05,5.270
2025-01-01T00:48:10,5.168
2025-01-01T00:48:15,5.179
2025-01-01T00:48:20,5.003
2025-01-01T00:48:25,5.004
2025-01-01T00:48:30,4.995
2025-01-01T00:48:35,4.859
2025-01-01T00:48:40,4.852
2025-01-01T00:48:45,4.771
2025-01-01T00:48:50,4.694
2025-01-01T00:48:55,4.653
