tiempo,voltaje
2025-01-01T00:22:00,4.993
2025-01-01T00:22:05,5.040
2025-01-01T00:22:10,5.103
2025-01-01T00:22:15,5.216
2025-01-01T00:22:20,5.268
2025-01-01T00:22:25,5.301
2025-01-01T00:22:30,5.374
2025-01-01T00:22:35,5.356
2025-01-01T00:22:40,5.416
2025-01-01T00:22:45,5.480
2025-01-01T00:22:50,5.487
2025-01-01T00:22:55,5.550
2025-01-01T00:23:00,5.475
2025-01-01T00:23:05,8.190
2025-01-01T00:23:10,5.464
2025-01-01T00:23:15,5.482
2025-01-01T00:23:20,2.783
2025-01-01T00:23:25,5.406
2025-01-01T00:23:30,5.353
2025-01-01T00:23:35,5.293
2025-01-01T00:23:40,5.344
2025-01-01T00:23:45,5.268
2025-01-01T00:23:50,5.145
2025-01-01T00:23:55,5.147
2025-01-01T00:24:00,5.112
2025-01-01T00:24:05,4.976
2025-01-01T00:24:10,4.946
2025-01-01T00:24:15,4.822
2025-01-01T00:24:20,4.798
2025-01-01T00:24:25,4.749
2025-01-01T00:24:30,4.750
2025-01-01T00:24:35,4.676
2025-01-01T00:24:40,4.556
2025-01-01T00:24:45,4.564
2025-01-01T00:24:50,4.493
2025-01-01T00:24:55,4.482
2025-01-01T00:25:00,4.475
2025-01-01T00:25:05,4.529
2025-01-01T00:25:10,4.494
2025-01-01T00:25:15,4.509
2025-01-01T00:25:20,4.499
2025-01-01T00:25:25,4.503
2025-01-01T00:25:30,4.586
2025-01-01T00:25:35,4.603
2025-01-01T00:25:40,4.658
2025-01-01T00:25:45,4.662
2025-01-01T00:25:50,4.766
2025-01-01T00:25:55,4.834
2025-01-01T00:26:00,4.890
2025-01-01T00:26:05,4.907
2025-01-01T00:26:10,5.033
2025-01-01T00:26:15,5.114
2025-01-01T00:26:20,5.145
2025-01-01T00:26:25,5.166
2025-01-01T00:26:30,3.293
2025-01-01T00:26:35,5.308
2025-01-01T00:26:40,5.335
2025-01-01T00:26:45,5.331
2025-01-01T00:26:50,5.386
2025-01-01T00:26:55,5.483
2025-01-01T00:27:00,5.429
2025-01-01T00:27:05,5.545
2025-01-01T00:27:10,5.543
2025-01-01T00:27:15,5.441
2025-01-01T00:27:20,5.444
2025-01-01T00:27:25,5.418
2025-01-01T00:27:30,5.457
2025-01-01T00:27:35,5.425
2025-01-01T00:27:40,5.383
2025-01-01T00:27:45,5.299
2025-01-01T00:27:50,5.236
2025-01-01T00:27:55,5.261
2025-01-01T00:28:00,5.145
2025-01-01T00:28:05,5.159
2025-01-01T00:28:10,5.009
2025-01-01T00:28:15,4.941
2025-01-01T00:28:20,4.910
2025-01-01T00:28:25,4.895
2025-01-01T00:28:30,4.758
2025-01-01T00:28:35,4.777
2025-01-01T00:28:40,4.692
2025-01-01T00:28:45,4.610
2025-01-01T00:28:50,4.659
2025-01-01T00:28:55,4.540
2025-01-01T00:29:00,4.543
2025-01-01T00:29:05,4.467
2025-01-01T00:29:10,4.512
2025-01-01T00:29:15,4.488
2025-01-01T00:29:20,4.483
2025-01-01T00:29:25,4.524
2025-01-01T00:29:30,4.582
2025-01-01T00:29:35,4.585
2025-01-01T00:29:40,4.623
2025-01-01T00:29:45,7.780
2025-01-01T00:29:50,4.616
2025-01-01T00:29:55,4.725
2025-01-01T00:30:00,4.745
2025-01-01T00:30:05,4.829
2025-01-01T00:30:10,4.843
2025-01-01T00:30:15,4.896
2025-01-01T00:30:20,5.049
2025-01-01T00:30:25,5.068
2025-01-01T00:30:30,5.081
2025-01-01T00:30:35,5.220
2025-01-01T00:30:40,5.218
2025-01-01T00:30:45,5.297
2025-01-01T00:30:50,5.402
2025-01-01T00:30:55,5.343
2025-01-01T00:31:00,5.472
2025-01-01T00:31:05,5.459
2025-01-01T00:31:10,5.430
2025-01-01T00:31:15,5.537
2025-01-01T00:31:20,5.531
2025-01-01T00:31:25,5.489
2025-01-01T00:31:30,5.484
2025-01-01T00:31:35,5.523
2025-01-01T00:31:40,5.425
2025-01-01T00:31:45,5.375
2025-01-01T00:31:50,5.417
2025-01-01T00:31:55,5.314
2025-01-01T00:32:00,5.262
2025-01-01T00:32:05,5.263
2025-01-01T00:32:10,5.207
2025-01-01T00:32:15,5.125
2025-01-01T00:32:20,5.088
2025-01-01T00:32:25,5.042
2025-01-01T00:32:30,4.894
2025-01-01T00:32:35,4.820
2025-01-01T00:32:40,4.758
2025-01-01T00:32:45,4.749
2025-01-01T00:32:50,4.765
2025-01-01T00:32:55,4.606
2025-01-01T00:33:00,4.673
2025-01-01T00:33:05,4.577
2025-01-01T00:33:10,4.542
2025-01-01T00:33:15,4.513
2025-01-01T00:33:20,4.537
2025-01-01T00:33:25,4.479
2025-01-01T00:33:30,4.530
2025-01-01T00:33:35,4.512
2025-01-01T00:33:40,4.559
2025-01-01T00:33:45,4.542
2025-01-01T00:33:50,4.523
2025-01-01T00:33:55,4.617
2025-01-01T00:34:00,4.686
2025-01-01T00:34:05,4.708
2025-01-01T00:34:10,4.705
2025-01-01T00:34:15,4.804
2025-01-01T00:34:20,4.915
2025-01-01T00:34:25,4.928
2025-01-01T00:34:30,4.947
2025-01-01T00:34:35,5.020
2025-01-01T00:34:40,5.119
2025-01-01T00:34:45,5.138
2025-01-01T00:34:50,5.293
2025-01-01T00:34:55,5.250
2025-01-01T00:35:00,5.336
2025-01-01T00:35:05,5.396
2025-01-01T00:35:10,5.386
2025-01-01T00:35:15,5.422
2025-01-01T00:35:20,5.524
2025-01-01T00:35:25,5.517
2025-01-01T00:35:30,5.453
2025-01-01T00:35:35,5.483
2025-01-01T00:35:40,5.477
2025-01-01T00:35:45,5.477
2025-01-01T00:35:50,5.438
2025-01-01T00:35:55,5.454
2025-01-01T00:36:00,5.393
2025-01-01T00:36:05,5.300
2025-01-01T00:36:10,5.255
2025-01-01T00:36:15,5.231
2025-01-01T00:36:20,5.216
2025-01-01T00:36:25,5.140
2025-01-01T00:36:30,5.018
2025-01-01T00:36:35,5.015
2025-01-01T00:36:40,4.932
2025-01-01T00:36:45,7.738
2025-01-01T00:36:50,4.827
2025-01-01T00:36:55,4.748
2025-01-01T00:37:00,4.718
2025-01-01T00:37:05,4.663
2025-01-01T00:37:10,4.622
2025-01-01T00:37:15,4.524
2025-01-01T00:37:20,8.167
2025-01-01T00:37:25,4.565
2025-01-01T00:37:30,4.559
2025-01-01T00:37:35,4.491
2025-01-01T00:37:40,4.522
2025-01-01T00:37:45,4.532
2025-01-01T00:37:50,4.559
2025-01-01T00:37:55,4.542
2025-01-01T00:38:00,4.630
2025-01-01T00:38:05,4.591
2025-01-01T00:38:10,4.643
2025-01-01T00:38:15,4.697
2025-01-01T00:38:20,4.734
2025-01-01T00:38:25,4.839
2025-01-01T00:38:30,4.879
2025-01-01T00:38:35,4.961
