tiempo,voltaje
2025-01-01T00:32:00,5.019
2025-01-01T00:32:05,5.042
2025-01-01T00:32:10,5.152
2025-01-01T00:32:15,5.192
2025-01-01T00:32:20,5.187
2025-01-01T00:32:25,5.273
2025-01-01T00:32:30,5.291
2025-01-01T00:32:35,5.371
2025-01-01T00:32:40,5.384
2025-01-01T00:32:45,5.496
2025-01-01T00:32:50,5.518
2025-01-01T00:32:55,5.525
2025-01-01T00:33:00,5.529
2025-01-01T00:33:05,5.453
2025-01-01T00:33:10,5.483
2025-01-01T00:33:15,5.453
2025-01-01T00:33:20,5.408
2025-01-01T00:33:25,5.462
2025-01-01T00:33:30,5.384
2025-01-01T00:33:35,5.339
2025-01-01T00:33:40,5.285
2025-01-01T00:33:45,5.278
2025-01-01T00:33:50,5.176
2025-01-01T00:33:55,5.069
2025-01-01T00:34:00,5.058
2025-01-01T00:34:05,5.022
2025-01-01T00:34:10,4.937
2025-01-01T00:34:15,4.879
2025-01-01T00:34:20,4.808
2025-01-01T00:34:25,4.756
2025-01-01T00:34:30,4.661
2025-01-01T00:34:35,4.699
2025-01-01T00:34:40,4.590
2025-01-01T00:34:45,4.527
2025-01-01T00:34:50,4.501
2025-01-01T00:34:55,4.476
2025-01-01T00:35:00,4.517
2025-01-01T00:35:05,4.472
2025-01-01T00:35:10,4.501
2025-01-01T00:35:15,4.528
2025-01-01T00:35:20,4.486
2025-01-01T00:35:25,4.498
2025-01-01T00:35:30,4.554
2025-01-01T00:35:35,4.609
2025-01-01T00:35:40,4.673
2025-01-01T00:35:45,4.762
2025-01-01T00:35:50,4.722
2025-01-01T00:35:55,4.846
2025-01-01T00:36:00,4.920
2025-01-01T00:36:05,2.803
2025-01-01T00:36:10,4.997
2025-01-01T00:36:15,5.107
2025-01-01T00:36:20,5.137
2025-01-01T00:36:25,5.198
2025-01-01T00:36:30,5.224
2025-01-01T00:36:35,5.317
2025-01-01T00:36:40,5.319
2025-01-01T00:36:45,5.327
2025-01-01T00:36:50,5.364
2025-01-01T00:36:55,5.495
2025-01-01T00:37:00,5.493
2025-01-01T00:37:05,5.483
2025-01-01T00:37:10,5.534
2025-01-01T00:37:15,5.475
2025-01-01T00:37:20,2.791
2025-01-01T00:37:25,5.500
2025-01-01T00:37:30,5.449
2025-01-01T00:37:35,5.432
2025-01-01T00:37:40,5.394
2025-01-01T00:37:45,8.213
2025-01-01T00:37:50,5.351
2025-01-01T00:37:55,5.269
2025-01-01T00:38:00,5.191
2025-01-01T00:38:05,5.123
2025-01-01T00:38:10,5.074
2025-01-01T00:38:15,5.021
2025-01-01T00:38:20,4.936
2025-01-01T00:38:25,4.879
2025-01-01T00:38:30,4.794
2025-01-01T00:38:35,4.806
2025-01-01T00:38:40,4.703
2025-01-01T00:38:45,4.710
2025-01-01T00:38:50,2.815
2025-01-01T00:38:55,4.559
2025-01-01T00:39:00,4.514
2025-01-01T00:39:05,4.505
2025-01-01T00:39:10,4.550
2025-01-01T00:39:15,4.457
2025-01-01T00:39:20,4.526
2025-01-01T00:39:25,4.549
2025-01-01T00:39:30,4.553
2025-01-01T00:39:35,4.584
2025-01-01T00:39:40,4.592
2025-01-01T00:39:45,4.645
2025-01-01T00:39:50,4.613
2025-01-01T00:39:55,4.719
2025-01-01T00:40:00,4.749
2025-01-01T00:40:05,4.792
2025-01-01T00:40:10,7.857
2025-01-01T00:40:15,4.896
2025-01-01T00:40:20,2.958
2025-01-01T00:40:25,5.077
2025-01-01T00:40:30,5.091
2025-01-01T00:40:35,5.165
2025-01-01T00:40:40,5.186
2025-01-01T00:40:45,5.266
2025-01-01T00:40:50,5.365
2025-01-01T00:40:55,5.406
2025-01-01T00:41:00,5.473
2025-01-01T00:41:05,5.447
2025-01-01T00:41:10,5.429
2025-01-01T00:41:15,5.504
2025-01-01T00:41:20,5.553
2025-01-01T00:41:25,5.444
2025-01-01T00:41:30,5.507
2025-01-01T00:41:35,5.525
2025-01-01T00:41:40,5.427
2025-01-01T00:41:45,5.423
2025-01-01T00:41:50,5.337
2025-01-01T00:41:55,5.322
2025-01-01T00:42:00,5.336
2025-01-01T00:42:05,5.231
2025-01-01T00:42:10,5.154
2025-01-01T00:42:15,5.105
2025-01-01T00:42:20,5.013
2025-01-01T00:42:25,5.031
2025-01-01T00:42:30,4.957
2025-01-01T00:42:35,4.906
2025-01-01T00:42:40,4.783
2025-01-01T00:42:45,4.749
2025-01-01T00:42:50,4.701
2025-01-01T00:42:55,4.693
2025-01-01T00:43:00,4.558
2025-01-01T00:43:05,4.519
2025-01-01T00:43:10,4.601
2025-01-01T00:43:15,4.502
2025-01-01T00:43:20,4.469
2025-01-01T00:43:25,4.532
2025-01-01T00:43:30,4.518
2025-01-01T00:43:35,4.456
2025-01-01T00:43:40,4.550
2025-01-01T00:43:45,4.550
2025-01-01T00:43:50,4.566
2025-01-01T00:43:55,4.621
2025-01-01T00:44:00,4.687
2025-01-01T00:44:05,4.647
