tiempo,voltaje
2025-01-01T00:04:00,5.011
2025-01-01T00:04:05,5.108
2025-01-01T00:04:10,5.127
2025-01-01T00:04:15,5.211
2025-01-01T00:04:20,5.259
2025-01-01T00:04:25,5.290
2025-01-01T00:04:30,5.323
2025-01-01T00:04:35,5.403
2025-01-01T00:04:40,5.464
2025-01-01T00:04:45,5.438
2025-01-01T00:04:50,5.502
2025-01-01T00:04:55,3.079
2025-01-01T00:05:00,5.550
2025-01-01T00:05:05,5.529
2025-01-01T00:05:10,5.443
2025-01-01T00:05:15,5.520
2025-01-01T00:05:20,5.476
2025-01-01T00:05:25,5.368
2025-01-01T00:05:30,5.360
2025-01-01T00:05:35,5.300
2025-01-01T00:05:40,5.302
2025-01-01T00:05:45,5.201
2025-01-01T00:05:50,5.229
2025-01-01T00:05:55,5.093
2025-01-01T00:06:00,5.020
2025-01-01T00:06:05,4.970
2025-01-01T00:06:10,4.878
2025-01-01T00:06:15,4.924
2025-01-01T00:06:20,4.775
2025-01-01T00:06:25,4.741
2025-01-01T00:06:30,4.723
2025-01-01T00:06:35,4.628
2025-01-01T00:06:40,4.579
2025-01-01T00:06:45,4.576
2025-01-01T00:06:50,4.556
2025-01-01T00:06:55,4.584
2025-01-01T00:07:00,4.566
2025-01-01T00:07:05,4.474
2025-01-01T00:07:10,4.523
2025-01-01T00:07:15,4.455
2025-01-01T00:07:20,4.524
2025-01-01T00:07:25,4.522
2025-01-01T00:07:30,4.591
2025-01-01T00:07:35,4.631
2025-01-01T00:07:40,4.679
2025-01-01T00:07:45,4.725
2025-01-01T00:07:50,4.775
2025-01-01T00:07:55,4.833
2025-01-01T00:08:00,4.869
2025-01-01T00:08:05,4.965
2025-01-01T00:08:10,4.975
2025-01-01T00:08:15,5.024
2025-01-01T00:08:20,5.129
2025-01-01T00:08:25,5.188
2025-01-01T00:08:30,5.281
2025-01-01T00:08:35,5.333
2025-01-01T00:08:40,5.379
2025-01-01T00:08:45,5.366
2025-01-01T00:08:50,5.478
2025-01-01T00:08:55,5.508
2025-01-01T00:09:00,5.502
2025-01-01T00:09:05,5.547
2025-01-01T00:09:10,5.483
2025-01-01T00:09:15,5.441
2025-01-01T00:09:20,5.486
2025-01-01T00:09:25,5.496
2025-01-01T00:09:30,5.491
2025-01-01T00:09:35,5.375
2025-01-01T00:09:40,5.328
2025-01-01T00:09:45,5.350
2025-01-01T00:09:50,5.260
2025-01-01T00:09:55,5.280
2025-01-01T00:10:00,5.160
2025-01-01T00:10:05,5.081
2025-01-01T00:10:10,5.039
2025-01-01T00:10:15,4.952
2025-01-01T00:10:20,4.894
2025-01-01T00:10:25,4.896
2025-01-01T00:10:30,4.869
2025-01-01T00:10:35,4.788
2025-01-01T00:10:40,4.696
2025-01-01T00:10:45,4.656
2025-01-01T00:10:50,2.966
2025-01-01T00:10:55,4.632
2025-01-01T00:11:00,4.500
2025-01-01T00:11:05,4.530
2025-01-01T00:11:10,4.492
2025-01-01T00:11:15,4.464
2025-01-01T00:11:20,4.543
2025-01-01T00:11:25,4.528
2025-01-01T00:11:30,7.744
2025-01-01T00:11:35,4.503
2025-01-01T00:11:40,4.526
2025-01-01T00:11:45,4.580
2025-01-01T00:11:50,4.702
2025-01-01T00:11:55,4.664
2025-01-01T00:12:00,4.699
2025-01-01T00:12:05,4.773
2025-01-01T00:12:10,4.846
2025-01-01T00:12:15,3.174
2025-01-01T00:12:20,4.969
2025-01-01T00:12:25,5.024
2025-01-01T00:12:30,5.153
2025-01-01T00:12:35,5.214
2025-01-01T00:12:40,5.274
2025-01-01T00:12:45,5.247
2025-01-01T00:12:50,5.396
2025-01-01T00:12:55,5.419
2025-01-01T00:13:00,5.425
2025-01-01T00:13:05,5.508
2025-01-01T00:13:10,5.473
2025-01-01T00:13:15,5.513
2025-01-01T00:13:20,5.548
2025-01-01T00:13:25,5.449
2025-01-01T00:13:30,5.439
2025-01-01T00:13:35,5.491
2025-01-01T00:13:40,5.431
2025-01-01T00:13:45,5.426
2025-01-01T00:13:50,5.398
2025-01-01T00:13:55,5.366
2025-01-01T00:14:00,5.312
2025-01-01T00:14:05,5.267
2025-01-01T00:14:10,5.178
2025-01-01T00:14:15,5.105
2025-01-01T00:14:20,5.053
2025-01-01T00:14:25,4.991
2025-01-01T00:14:30,4.922
2025-01-01T00:14:35,4.926
2025-01-01T00:14:40,4.856
2025-01-01T00:14:45,4.711
2025-01-01T00:14:50,4.744
2025-01-01T00:14:55,4.668
2025-01-01T00:15:00,4.594
2025-01-01T00:15:05,4.560
2025-01-01T00:15:10,4.578
2025-01-01T00:15:15,4.551
2025-01-01T00:15:20,4.521
2025-01-01T00:15:25,4.510
2025-01-01T00:15:30,4.520
2025-01-01T00:15:35,4.462
2025-01-01T00:15:40,4.509
2025-01-01T00:15:45,4.556
2025-01-01T00:15:50,4.619
2025-01-01T00:15:55,4.653
2025-01-01T00:16:00,8.329
2025-01-01T00:16:05,4.678
2025-01-01T00:16:10,4.783
2025-01-01T00:16:15,8.066
2025-01-01T00:16:20,4.864
2025-01-01T00:16:25,7.715
2025-01-01T00:16:30,4.990
2025-01-01T00:16:35,5.047
2025-01-01T00:16:40,5.158
2025-01-01T00:16:45,5.134
2025-01-01T00:16:50,5.200
2025-01-01T00:16:55,5.315
2025-01-01T00:17:00,5.362
2025-01-01T00:17:05,5.378
2025-01-01T00:17:10,5.453
2025-01-01T00:17:15,5.444
2025-01-01T00:17:20,5.497
2025-01-01T00:17:25,5.511
2025-01-01T00:17:30,5.486
2025-01-01T00:17:35,5.440
2025-01-01T00:17:40,5.456
2025-01-01T00:17:45,5.446
2025-01-01T00:17:50,5.393
2025-01-01T00:17:55,5.383
2025-01-01T00:18:00,5.410
2025-01-01T00:18:05,5.382
2025-01-01T00:18:10,5.243
2025-01-01T00:18:15,8.362
2025-01-01T00:18:20,5.193
2025-01-01T00:18:25,5.149
2025-01-01T00:18:30,3.181
2025-01-01T00:18:35,5.014
2025-01-01T00:18:40,4.988
2025-01-01T00:18:45,4.917
2025-01-01T00:18:50,4.827
2025-01-01T00:18:55,4.747
2025-01-01T00:19:00,4.687
2025-01-01T00:19:05,4.618
2025-01-01T00:19:10,4.568
2025-01-01T00:19:15,4.627
2025-01-01T00:19:20,4.575
2025-01-01T00:19:25,4.562
2025-01-01T00:19:30,4.466
2025-01-01T00:19:35,4.513
2025-01-01T00:19:40,4.520
2025-01-01T00:19:45,4.542
2025-01-01T00:19:50,4.555
2025-01-01T00:19:55,4.541
2025-01-01T00:20:00,4.586
2025-01-01T00:20:05,4.630
2025-01-01T00:20:10,4.673
2025-01-01T00:20:15,4.654
2025-01-01T00:20:20,4.735
2025-01-01T00:20:25,4.763
2025-01-01T00:20:30,4.853
2025-01-01T00:20:35,4.884
