tiempo,voltaje
2025-01-01T00:24:00,4.953
2025-01-01T00:24:05,5.078
2025-01-01T00:24:10,5.122
2025-01-01T00:24:15,5.236
2025-01-01T00:24:20,5.215
2025-01-01T00:24:25,5.272
2025-01-01T00:24:30,5.402
2025-01-01T00:24:35,5.341
2025-01-01T00:24:40,5.425
2025-01-01T00:24:45,5.452
2025-01-01T00:24:50,5.489
2025-01-01T00:24:55,3.075
2025-01-01T00:25:00,5.453
2025-01-01T00:25:05,5.535
2025-01-01T00:25:10,5.481
2025-01-01T00:25:15,5.483
2025-01-01T00:25:20,5.394
2025-01-01T00:25:25,5.396
2025-01-01T00:25:30,5.362
2025-01-01T00:25:35,7.841
2025-01-01T00:25:40,5.321
2025-01-01T00:25:45,5.184
2025-01-01T00:25:50,5.164
2025-01-01T00:25:55,5.145
2025-01-01T00:26:00,5.098
2025-01-01T00:26:05,4.998
2025-01-01T00:26:10,4.984
2025-01-01T00:26:15,4.856
2025-01-01T00:26:20,4.806
2025-01-01T00:26:25,4.799
2025-01-01T00:26:30,4.733
2025-01-01T00:26:35,4.662
2025-01-01T00:26:40,4.637
2025-01-01T00:26:45,4.624
2025-01-01T00:26:50,4.604
2025-01-01T00:26:55,4.468
2025-01-01T00:27:00,4.524
2025-01-01T00:27:05,4.510
2025-01-01T00:27:10,4.512
2025-01-01T00:27:15,4.539
2025-01-01T00:27:20,2.998
2025-01-01T00:27:25,4.516
2025-01-01T00:27:30,4.632
2025-01-01T00:27:35,4.591
2025-01-01T00:27:40,4.692
2025-01-01T00:27:45,4.756
2025-01-01T00:27:50,4.702
2025-01-01T00:27:55,4.816
2025-01-01T00:28:00,4.926
2025-01-01T00:28:05,4.940
2025-01-01T00:28:10,4.957
2025-01-01T00:28:15,5.101
2025-01-01T00:28:20,5.146
2025-01-01T00:28:25,5.211
2025-01-01T00:28:30,5.267
2025-01-01T00:28:35,5.234
2025-01-01T00:28:40,5.365
2025-01-01T00:28:45,5.336
2025-01-01T00:28:50,5.368
2025-01-01T00:28:55,5.471
2025-01-01T00:29:00,5.485
2025-01-01T00:29:05,5.538
2025-01-01T00:29:10,5.462
2025-01-01T00:29:15,5.477
2025-01-01T00:29:20,5.445
2025-01-01T00:29:25,8.014
2025-01-01T00:29:30,5.417
2025-01-01T00:29:35,5.400
2025-01-01T00:29:40,5.410
2025-01-01T00:29:45,5.312
2025-01-01T00:29:50,5.307
2025-01-01T00:29:55,5.234
2025-01-01T00:30:00,5.181
2025-01-01T00:30:05,5.077
2025-01-01T00:30:10,5.054
2025-01-01T00:30:15,5.012
2025-01-01T00:30:20,4.978
2025-01-01T00:30:25,4.890
2025-01-01T00:30:30,4.854
2025-01-01T00:30:35,4.780
2025-01-01T00:30:40,4.763
2025-01-01T00:30:45,4.654
2025-01-01T00:30:50,4.652
2025-01-01T00:30:55,4.574
2025-01-01T00:31:00,4.570
2025-01-01T00:31:05,4.520
2025-01-01T00:31:10,4.476
2025-01-01T00:31:15,4.515
2025-01-01T00:31:20,4.488
2025-01-01T00:31:25,4.529
2025-01-01T00:31:30,4.570
2025-01-01T00:31:35,4.491
2025-01-01T00:31:40,4.560
2025-01-01T00:31:45,4.575
2025-01-01T00:31:50,4.670
2025-01-01T00:31:55,4.658
2025-01-01T00:32:00,4.795
2025-01-01T00:32:05,4.834
2025-01-01T00:32:10,4.880
2025-01-01T00:32:15,4.927
2025-01-01T00:32:20,5.006
2025-01-01T00:32:25,5.049
2025-01-01T00:32:30,5.162
2025-01-01T00:32:35,5.218
2025-01-01T00:32:40,5.275
2025-01-01T00:32:45,5.262
2025-01-01T00:32:50,5.292
2025-01-01T00:32:55,5.394
2025-01-01T00:33:00,5.433
2025-01-01T00:33:05,5.459
2025-01-01T00:33:10,5.437
2025-01-01T00:33:15,5.439
