tiempo,voltaje
2025-01-01T00:16:00,5.016
2025-01-01T00:16:05,5.119
2025-01-01T00:16:10,5.069
2025-01-01T00:16:15,3.200
2025-01-01T00:16:20,5.204
2025-01-01T00:16:25,5.309
2025-01-01T00:16:30,5.365
2025-01-01T00:16:35,5.341
2025-01-01T00:16:40,5.433
2025-01-01T00:16:45,5.491
2025-01-01T00:16:50,5.450
2025-01-01T00:16:55,5.503
2025-01-01T00:17:00,5.546
2025-01-01T00:17:05,5.480
2025-01-01T00:17:10,5.474
2025-01-01T00:17:15,5.529
2025-01-01T00:17:20,5.441
2025-01-01T00:17:25,5.449
2025-01-01T00:17:30,5.413
2025-01-01T00:17:35,5.303
2025-01-01T00:17:40,7.756
2025-01-01T00:17:45,5.245
2025-01-01T00:17:50,5.243
2025-01-01T00:17:55,7.917
2025-01-01T00:18:00,5.048
2025-01-01T00:18:05,4.997
2025-01-01T00:18:10,4.961
2025-01-01T00:18:15,4.852
2025-01-01T00:18:20,4.835
2025-01-01T00:18:25,4.772
2025-01-01T00:18:30,4.746
2025-01-01T00:18:35,4.684
2025-01-01T00:18:40,4.568
2025-01-01T00:18:45,4.542
2025-01-01T00:18:50,4.519
2025-01-01T00:18:55,4.489
2025-01-01T00:19:00,2.825
2025-01-01T00:19:05,4.553
2025-01-01T00:19:10,4.441
2025-01-01T00:19:15,4.558
2025-01-01T00:19:20,4.545
2025-01-01T00:19:25,4.498
2025-01-01T00:19:30,4.605
2025-01-01T00:19:35,4.585
2025-01-01T00:19:40,4.716
2025-01-01T00:19:45,4.702
2025-01-01T00:19:50,3.181
2025-01-01T00:19:55,4.793
2025-01-01T00:20:00,4.827
2025-01-01T00:20:05,4.883
2025-01-01T00:20:10,5.020
2025-01-01T00:20:15,5.046
2025-01-01T00:20:20,5.139
2025-01-01T00:20:25,5.135
2025-01-01T00:20:30,5.203
2025-01-01T00:20:35,5.349
2025-01-01T00:20:40,5.329
2025-01-01T00:20:45,5.421
2025-01-01T00:20:50,5.458
2025-01-01T00:20:55,5.476
2025-01-01T00:21:00,5.529
2025-01-01T00:21:05,5.481
2025-01-01T00:21:10,5.535
2025-01-01T00:21:15,5.461
2025-01-01T00:21:20,8.339
2025-01-01T00:21:25,5.532
2025-01-01T00:21:30,5.503
2025-01-01T00:21:35,5.412
2025-01-01T00:21:40,5.357
2025-01-01T00:21:45,5.367
2025-01-01T00:21:50,5.326
2025-01-01T00:21:55,5.249
2025-01-01T00:22:00,5.204
2025-01-01T00:22:05,5.127
2025-01-01T00:22:10,5.014
2025-01-01T00:22:15,4.970
2025-01-01T00:22:20,4.958
2025-01-01T00:22:25,4.916
2025-01-01T00:22:30,4.874
2025-01-01T00:22:35,4.776
2025-01-01T00:22:40,4.748
2025-01-01T00:22:45,4.702
2025-01-01T00:22:50,4.614
2025-01-01T00:22:55,4.634
2025-01-01T00:23:00,4.514
2025-01-01T00:23:05,4.513
2025-01-01T00:23:10,4.504
2025-01-01T00:23:15,4.495
2025-01-01T00:23:20,4.495
2025-01-01T00:23:25,4.509
2025-01-01T00:23:30,4.477
2025-01-01T00:23:35,3.063
2025-01-01T00:23:40,4.592
2025-01-01T00:23:45,4.616
2025-01-01T00:23:50,4.678
2025-01-01T00:23:55,4.690
2025-01-01T00:24:00,4.726
2025-01-01T00:24:05,4.823
2025-01-01T00:24:10,4.872
2025-01-01T00:24:15,4.963
2025-01-01T00:24:20,5.031
2025-01-01T00:24:25,5.044
2025-01-01T00:24:30,5.180
2025-01-01T00:24:35,5.187
2025-01-01T00:24:40,5.186
2025-01-01T00:24:45,5.251
2025-01-01T00:24:50,5.369
2025-01-01T00:24:55,5.399
2025-01-01T00:25:00,5.474
2025-01-01T00:25:05,5.447
2025-01-01T00:25:10,5.502
2025-01-01T00:25:15,5.481
2025-01-01T00:25:20,5.540
2025-01-01T00:25:25,5.532
2025-01-01T00:25:30,5.510
2025-01-01T00:25:35,5.432
2025-01-01T00:25:40,5.456
2025-01-01T00:25:45,5.474
2025-01-01T00:25:50,5.383
2025-01-01T00:25:55,5.393
2025-01-01T00:26:00,5.303
2025-01-01T00:26:05,5.196
2025-01-01T00:26:10,5.196
2025-01-01T00:26:15,5.125
2025-01-01T00:26:20,5.120
2025-01-01T00:26:25,5.031
2025-01-01T00:26:30,4.993
2025-01-01T00:26:35,4.870
2025-01-01T00:26:40,4.805
2025-01-01T00:26:45,4.789
2025-01-01T00:26:50,4.730
2025-01-01T00:26:55,4.683
2025-01-01T00:27:00,4.631
2025-01-01T00:27:05,4.593
2025-01-01T00:27:10,4.529
2025-01-01T00:27:15,4.582
2025-01-01T00:27:20,4.564
2025-01-01T00:27:25,4.524
2025-01-01T00:27:30,4.455
2025-01-01T00:27:35,4.507
2025-01-01T00:27:40,4.545
2025-01-01T00:27:45,4.577
2025-01-01T00:27:50,4.552
2025-01-01T00:27:55,4.652
2025-01-01T00:28:00,4.601
2025-01-01T00:28:05,4.727
2025-01-01T00:28:10,4.789
2025-01-01T00:28:15,4.790
2025-01-01T00:28:20,4.916
2025-01-01T00:28:25,4.913
2025-01-01T00:28:30,4.944
2025-01-01T00:28:35,5.015
2025-01-01T00:28:40,5.153
2025-01-01T00:28:45,5.213
2025-01-01T00:28:50,5.209
2025-01-01T00:28:55,5.330
2025-01-01T00:29:00,5.362
2025-01-01T00:29:05,5.372
