tiempo,voltaje
2025-01-01T00:34:00,5.035
2025-01-01T00:34:05,5.073
2025-01-01T00:34:10,5.172
2025-01-01T00:34:15,5.150
2025-01-01T00:34:20,5.240
2025-01-01T00:34:25,5.276
2025-01-01T00:34:30,5.332
2025-01-01T00:34:35,5.393
2025-01-01T00:34:40,5.456
2025-01-01T00:34:45,5.479
2025-01-01T00:34:50,5.507
2025-01-01T00:34:55,5.486
2025-01-01T00:35:00,5.493
2025-01-01T00:35:05,5.478
2025-01-01T00:35:10,5.511
2025-01-01T00:35:15,5.443
2025-01-01T00:35:20,5.457
2025-01-01T00:35:25,5.469
2025-01-01T00:35:30,5.403
2025-01-01T00:35:35,5.367
2025-01-01T00:35:40,5.329
2025-01-01T00:35:45,5.248
2025-01-01T00:35:50,5.191
2025-01-01T00:35:55,5.139
2025-01-01T00:36:00,5.009
2025-01-01T00:36:05,4.963
2025-01-01T00:36:10,4.985
2025-01-01T00:36:15,4.928
2025-01-01T00:36:20,4.758
2025-01-01T00:36:25,4.729
2025-01-01T00:36:30,4.753
2025-01-01T00:36:35,4.695
2025-01-01T00:36:40,4.603
2025-01-01T00:36:45,2.949
2025-01-01T00:36:50,4.591
2025-01-01T00:36:55,4.495
2025-01-01T00:37:00,4.461
2025-01-01T00:37:05,4.458
2025-01-01T00:37:10,4.452
2025-01-01T00:37:15,4.498
2025-01-01T00:37:20,4.538
2025-01-01T00:37:25,4.491
2025-01-01T00:37:30,4.565
2025-01-01T00:37:35,4.604
2025-01-01T00:37:40,4.643
2025-01-01T00:37:45,4.661
2025-01-01T00:37:50,4.789
2025-01-01T00:37:55,4.815
2025-01-01T00:38:00,4.862
2025-01-01T00:38:05,4.885
2025-01-01T00:38:10,4.989
2025-01-01T00:38:15,5.052
2025-01-01T00:38:20,5.171
2025-01-01T00:38:25,5.240
2025-01-01T00:38:30,5.210
2025-01-01T00:38:35,5.328
2025-01-01T00:38:40,5.331
2025-01-01T00:38:45,5.402
2025-01-01T00:38:50,5.478
2025-01-01T00:38:55,5.511
2025-01-01T00:39:00,5.480
2025-01-01T00:39:05,5.541
2025-01-01T00:39:10,5.439
2025-01-01T00:39:15,5.539
2025-01-01T00:39:20,7.982
2025-01-01T00:39:25,5.487
2025-01-01T00:39:30,5.438
2025-01-01T00:39:35,5.438
2025-01-01T00:39:40,5.386
2025-01-01T00:39:45,5.371
2025-01-01T00:39:50,5.270
2025-01-01T00:39:55,5.196
2025-01-01T00:40:00,5.191
2025-01-01T00:40:05,5.116
2025-01-01T00:40:10,5.118
2025-01-01T00:40:15,5.022
2025-01-01T00:40:20,4.909
2025-01-01T00:40:25,4.870
2025-01-01T00:40:30,4.874
2025-01-01T00:40:35,4.754
2025-01-01T00:40:40,4.648
2025-01-01T00:40:45,3.241
2025-01-01T00:40:50,4.635
2025-01-01T00:40:55,4.625
2025-01-01T00:41:00,4.579
2025-01-01T00:41:05,4.559
2025-01-01T00:41:10,8.172
2025-01-01T00:41:15,4.522
2025-01-01T00:41:20,4.539
2025-01-01T00:41:25,4.492
2025-01-01T00:41:30,4.557
2025-01-01T00:41:35,4.489
2025-01-01T00:41:40,4.630
2025-01-01T00:41:45,3.253
2025-01-01T00:41:50,4.641
2025-01-01T00:41:55,4.720
2025-01-01T00:42:00,4.785
2025-01-01T00:42:05,4.815
2025-01-01T00:42:10,4.849
2025-01-01T00:42:15,4.962
2025-01-01T00:42:20,4.964
2025-01-01T00:42:25,5.050
2025-01-01T00:42:30,5.133
2025-01-01T00:42:35,5.190
2025-01-01T00:42:40,5.249
2025-01-01T00:42:45,5.302
2025-01-01T00:42:50,5.298
2025-01-01T00:42:55,5.356
2025-01-01T00:43:00,5.390
2025-01-01T00:43:05,5.486
2025-01-01T00:43:10,5.497
2025-01-01T00:43:15,5.514
2025-01-01T00:43:20,5.469
2025-01-01T00:43:25,5.493
2025-01-01T00:43:30,5.508
2025-01-01T00:43:35,5.422
2025-01-01T00:43:40,5.444
2025-01-01T00:43:45,5.395
2025-01-01T00:43:50,5.381
2025-01-01T00:43:55,5.373
2025-01-01T00:44:00,5.261
2025-01-01T00:44:05,5.231
2025-01-01T00:44:10,5.125
2025-01-01T00:44:15,5.074
2025-01-01T00:44:20,5.006
2025-01-01T00:44:25,5.057
2025-01-01T00:44:30,4.886
2025-01-01T00:44:35,4.835
2025-01-01T00:44:40,4.831
2025-01-01T00:44:45,4.757
2025-01-01T00:44:50,4.717
2025-01-01T00:44:55,4.638
2025-01-01T00:45:00,4.568
2025-01-01T00:45:05,4.559
2025-01-01T00:45:10,4.528
2025-01-01T00:45:15,4.578
2025-01-01T00:45:20,4.523
2025-01-01T00:45:25,4.516
2025-01-01T00:45:30,4.451
2025-01-01T00:45:35,4.453
2025-01-01T00:45:40,4.566
2025-01-01T00:45:45,4.503
2025-01-01T00:45:50,4.571
2025-01-01T00:45:55,4.630
2025-01-01T00:46:00,4.679
2025-01-01T00:46:05,4.681
2025-01-01T00:46:10,4.711
2025-01-01T00:46:15,4.784
2025-01-01T00:46:20,3.177
2025-01-01T00:46:25,4.983
2025-01-01T00:46:30,4.981
2025-01-01T00:46:35,5.097
2025-01-01T00:46:40,5.104
2025-01-01T00:46:45,5.136
2025-01-01T00:46:50,5.189
2025-01-01T00:46:55,5.257
2025-01-01T00:47:00,5.359
2025-01-01T00:47:05,5.376
2025-01-01T00:47:10,5.416
2025-01-01T00:47:15,5.488
2025-01-01T00:47:20,5.453
2025-01-01T00:47:25,5.546
2025-01-01T00:47:30,5.476
2025-01-01T00:47:35,5.532
2025-01-01T00:47:40,5.468
2025-01-01T00:47:45,8.178
2025-01-01T00:47:50,5.399
2025-01-01T00:47:55,5.462
2025-01-01T00:48:00,5.376
2025-01-01T00:48:05,5.306
2025-01-01T00:48:10,5.328
2025-01-01T00:48:15,5.261
2025-01-01T00:48:20,5.242
2025-01-01T00:48:25,5.104
2025-01-01T00:48:30,5.118
2025-01-01T00:48:35,4.990
2025-01-01T00:48:40,4.932
2025-01-01T00:48:45,4.821
2025-01-01T00:48:50,4.756
2025-01-01T00:48:55,4.727
2025-01-01T00:49:00,4.675
2025-01-01T00:49:05,4.712
2025-01-01T00:49:10,4.644
2025-01-01T00:49:15,4.540
2025-01-01T00:49:20,4.531
2025-01-01T00:49:25,4.468
2025-01-01T00:49:30,4.484
2025-01-01T00:49:35,4.511
2025-01-01T00:49:40,2.804
2025-01-01T00:49:45,4.555
2025-01-01T00:49:50,4.505
2025-01-01T00:49:55,8.411
2025-01-01T00:50:00,4.520
2025-01-01T00:50:05,4.600
2025-01-01T00:50:10,4.611
2025-01-01T00:50:15,4.683
2025-01-01T00:50:20,4.796
2025-01-01T00:50:25,4.869
2025-01-01T00:50:30,4.935
2025-01-01T00:50:35,4.983
