tiempo,voltaje
2025-01-01T00:10:00,4.996
2025-01-01T00:10:05,5.112
2025-01-01T00:10:10,5.114
2025-01-01T00:10:15,5.151
2025-01-01T00:10:20,5.212
2025-01-01T00:10:25,5.303
2025-01-01T00:10:30,5.301
2025-01-01T00:10:35,5.371
2025-01-01T00:10:40,5.422
2025-01-01T00:10:45,5.475
2025-01-01T00:10:50,5.514
2025-01-01T00:10:55,5.508
2025-01-01T00:11:00,5.459
2025-01-01T00:11:05,5.459
2025-01-01T00:11:10,5.490
2025-01-01T00:11:15,5.481
2025-01-01T00:11:20,8.445
2025-01-01T00:11:25,5.442
2025-01-01T00:11:30,5.375
2025-01-01T00:11:35,5.310
2025-01-01T00:11:40,5.235
2025-01-01T00:11:45,5.226
2025-01-01T00:11:50,5.204
2025-01-01T00:11:55,5.122
2025-01-01T00:12:00,5.003
2025-01-01T00:12:05,4.941
2025-01-01T00:12:10,4.910
2025-01-01T00:12:15,4.818
2025-01-01T00:12:20,4.837
2025-01-01T00:12:25,4.808
2025-01-01T00:12:30,4.658
2025-01-01T00:12:35,4.621
2025-01-01T00:12:40,4.653
2025-01-01T00:12:45,4.565
2025-01-01T00:12:50,4.536
2025-01-01T00:12:55,4.583
2025-01-01T00:13:00,4.531
2025-01-01T00:13:05,4.519
2025-01-01T00:13:10,4.532
2025-01-01T00:13:15,4.494
2025-01-01T00:13:20,3.000
2025-01-01T00:13:25,4.540
2025-01-01T00:13:30,4.586
2025-01-01T00:13:35,4.566
2025-01-01T00:13:40,4.603
2025-01-01T00:13:45,4.750
2025-01-01T00:13:50,4.756
2025-01-01T00:13:55,4.765
2025-01-01T00:14:00,4.924
2025-01-01T00:14:05,4.881
2025-01-01T00:14:10,4.978
2025-01-01T00:14:15,5.073
2025-01-01T00:14:20,5.150
2025-01-01T00:14:25,5.133
2025-01-01T00:14:30,5.210
2025-01-01T00:14:35,5.281
2025-01-01T00:14:40,5.322
2025-01-01T00:14:45,5.342
2025-01-01T00:14:50,5.449
2025-01-01T00:14:55,5.509
2025-01-01T00:15:00,5.468
2025-01-01T00:15:05,5.472
2025-01-01T00:15:10,5.554
2025-01-01T00:15:15,3.296
2025-01-01T00:15:20,5.490
2025-01-01T00:15:25,5.528
2025-01-01T00:15:30,5.474
2025-01-01T00:15:35,5.372
2025-01-01T00:15:40,5.421
2025-01-01T00:15:45,5.292
2025-01-01T00:15:50,5.319
2025-01-01T00:15:55,5.270
2025-01-01T00:16:00,2.916
2025-01-01T00:16:05,5.097
2025-01-01T00:16:10,5.025
2025-01-01T00:16:15,5.007
2025-01-01T00:16:20,4.880
2025-01-01T00:16:25,4.827
2025-01-01T00:16:30,4.795
2025-01-01T00:16:35,4.734
2025-01-01T00:16:40,4.656
2025-01-01T00:16:45,4.706
2025-01-01T00:16:50,4.623
2025-01-01T00:16:55,4.564
2025-01-01T00:17:00,4.524
2025-01-01T00:17:05,4.472
2025-01-01T00:17:10,4.499
2025-01-01T00:17:15,4.450
2025-01-01T00:17:20,4.471
2025-01-01T00:17:25,4.520
2025-01-01T00:17:30,4.477
2025-01-01T00:17:35,4.601
2025-01-01T00:17:40,4.592
2025-01-01T00:17:45,4.594
2025-01-01T00:17:50,4.696
2025-01-01T00:17:55,4.763
2025-01-01T00:18:00,4.738
2025-01-01T00:18:05,4.780
2025-01-01T00:18:10,4.931
2025-01-01T00:18:15,4.912
2025-01-01T00:18:20,4.999
2025-01-01T00:18:25,5.032
2025-01-01T00:18:30,5.162
2025-01-01T00:18:35,5.138
2025-01-01T00:18:40,5.252
2025-01-01T00:18:45,5.316
2025-01-01T00:18:50,5.397
2025-01-01T00:18:55,5.410
2025-01-01T00:19:00,5.397
2025-01-01T00:19:05,5.491
2025-01-01T00:19:10,5.465
2025-01-01T00:19:15,5.507
2025-01-01T00:19:20,5.518
2025-01-01T00:19:25,5.534
2025-01-01T00:19:30,5.550
2025-01-01T00:19:35,5.464
2025-01-01T00:19:40,5.503
2025-01-01T00:19:45,5.427
2025-01-01T00:19:50,5.368
2025-01-01T00:19:55,5.347
2025-01-01T00:20:00,5.244
2025-01-01T00:20:05,5.260
2025-01-01T00:20:10,5.202
2025-01-01T00:20:15,5.182
2025-01-01T00:20:20,5.051
2025-01-01T00:20:25,5.056
2025-01-01T00:20:30,4.879
2025-01-01T00:20:35,4.877
2025-01-01T00:20:40,4.826
2025-01-01T00:20:45,4.753
2025-01-01T00:20:50,4.739
2025-01-01T00:20:55,4.658
2025-01-01T00:21:00,4.558
2025-01-01T00:21:05,4.568
2025-01-01T00:21:10,4.502
2025-01-01T00:21:15,4.481
2025-01-01T00:21:20,4.503
2025-01-01T00:21:25,4.499
2025-01-01T00:21:30,4.494
2025-01-01T00:21:35,4.487
2025-01-01T00:21:40,4.562
2025-01-01T00:21:45,4.589
2025-01-01T00:21:50,4.599
2025-01-01T00:21:55,4.673
2025-01-01T00:22:00,4.619
2025-01-01T00:22:05,4.713
2025-01-01T00:22:10,4.727
2025-01-01T00:22:15,4.778
2025-01-01T00:22:20,7.697
2025-01-01T00:22:25,4.948
2025-01-01T00:22:30,5.025
2025-01-01T00:22:35,5.093
2025-01-01T00:22:40,5.072
2025-01-01T00:22:45,5.229
2025-01-01T00:22:50,5.220
2025-01-01T00:22:55,5.265
2025-01-01T00:23:00,5.346
2025-01-01T00:23:05,5.397
2025-01-01T00:23:10,5.433
2025-01-01T00:23:15,5.494
2025-01-01T00:23:20,5.513
2025-01-01T00:23:25,5.467
2025-01-01T00:23:30,5.449
2025-01-01T00:23:35,5.453
2025-01-01T00:23:40,5.453
2025-01-01T00:23:45,5.477
2025-01-01T00:23:50,5.409
2025-01-01T00:23:55,5.384
2025-01-01T00:24:00,5.408
2025-01-01T00:24:05,5.402
2025-01-01T00:24:10,5.293
2025-01-01T00:24:15,5.219
2025-01-01T00:24:20,5.130
2025-01-01T00:24:25,5.065
2025-01-01T00:24:30,5.100
2025-01-01T00:24:35,5.001
2025-01-01T00:24:40,4.959
2025-01-01T00:24:45,4.916
2025-01-01T00:24:50,7.792
2025-01-01T00:24:55,4.732
2025-01-01T00:25:00,4.666
2025-01-01T00:25:05,4.687
2025-01-01T00:25:10,4.621
2025-01-01T00:25:15,4.532
2025-01-01T00:25:20,4.586
2025-01-01T00:25:25,4.563
2025-01-01T00:25:30,4.535
2025-01-01T00:25:35,4.560
2025-01-01T00:25:40,4.541
2025-01-01T00:25:45,4.485
2025-01-01T00:25:50,4.518
2025-01-01T00:25:55,4.586
2025-01-01T00:26:00,4.637
2025-01-01T00:26:05,4.583
2025-01-01T00:26:10,4.668
2025-01-01T00:26:15,4.731
2025-01-01T00:26:20,4.719
