tiempo,voltaje
2025-01-01T00:12:00,4.979
2025-01-01T00:12:05,5.037
2025-01-01T00:12:10,5.167
2025-01-01T00:12:15,5.206
2025-01-01T00:12:20,5.296
2025-01-01T00:12:25,5.344
2025-01-01T00:12:30,5.386
2025-01-01T00:12:35,5.429
2025-01-01T00:12:40,5.448
2025-01-01T00:12:45,5.484
2025-01-01T00:12:50,5.474
2025-01-01T00:12:55,5.463
2025-01-01T00:13:00,5.493
2025-01-01T00:13:05,5.545
2025-01-01T00:13:10,5.493
2025-01-01T00:13:15,5.528
2025-01-01T00:13:20,5.506
2025-01-01T00:13:25,5.362
2025-01-01T00:13:30,5.413
2025-01-01T00:13:35,5.337
2025-01-01T00:13:40,5.277
2025-01-01T00:13:45,5.245
2025-01-01T00:13:50,5.176
2025-01-01T00:13:55,5.097
2025-01-01T00:14:00,5.043
2025-01-01T00:14:05,5.008
2025-01-01T00:14:10,4.919
2025-01-01T00:14:15,4.821
2025-01-01T00:14:20,4.850
2025-01-01T00:14:25,4.714
2025-01-01T00:14:30,7.702
2025-01-01T00:14:35,4.680
2025-01-01T00:14:40,4.633
2025-01-01T00:14:45,4.630
2025-01-01T00:14:50,4.566
2025-01-01T00:14:55,4.509
2025-01-01T00:15:00,4.469
2025-01-01T00:15:05,4.478
2025-01-01T00:15:10,4.469
2025-01-01T00:15:15,2.780
2025-01-01T00:15:20,4.492
2025-01-01T00:15:25,4.489
2025-01-01T00:15:30,4.616
2025-01-01T00:15:35,4.605
2025-01-01T00:15:40,4.606
2025-01-01T00:15:45,4.734
2025-01-01T00:15:50,4.737
2025-01-01T00:15:55,4.772
2025-01-01T00:16:00,4.906
2025-01-01T00:16:05,4.996
2025-01-01T00:16:10,7.940
2025-01-01T00:16:15,5.089
2025-01-01T00:16:20,5.083
2025-01-01T00:16:25,5.206
2025-01-01T00:16:30,5.191
2025-01-01T00:16:35,5.324
2025-01-01T00:16:40,5.328
2025-01-01T00:16:45,5.363
2025-01-01T00:16:50,5.395
2025-01-01T00:16:55,5.459
2025-01-01T00:17:00,5.488
2025-01-01T00:17:05,5.514
2025-01-01T00:17:10,5.518
2025-01-01T00:17:15,5.501
2025-01-01T00:17:20,5.521
2025-01-01T00:17:25,5.422
2025-01-01T00:17:30,5.507
2025-01-01T00:17:35,5.376
2025-01-01T00:17:40,5.397
2025-01-01T00:17:45,5.400
2025-01-01T00:17:50,5.346
2025-01-01T00:17:55,5.284
2025-01-01T00:18:00,5.168
2025-01-01T00:18:05,5.156
2025-01-01T00:18:10,2.857
2025-01-01T00:18:15,4.945
2025-01-01T00:18:20,4.972
2025-01-01T00:18:25,4.891
2025-01-01T00:18:30,4.806
2025-01-01T00:18:35,4.709
2025-01-01T00:18:40,4.720
2025-01-01T00:18:45,4.635
2025-01-01T00:18:50,4.579
2025-01-01T00:18:55,4.582
2025-01-01T00:19:00,4.564
2025-01-01T00:19:05,4.546
2025-01-01T00:19:10,4.533
2025-01-01T00:19:15,4.543
2025-01-01T00:19:20,4.451
2025-01-01T00:19:25,4.503
2025-01-01T00:19:30,4.502
2025-01-01T00:19:35,4.576
2025-01-01T00:19:40,4.603
2025-01-01T00:19:45,4.574
2025-01-01T00:19:50,4.660
2025-01-01T00:19:55,4.733
2025-01-01T00:20:00,4.714
2025-01-01T00:20:05,4.788
2025-01-01T00:20:10,7.772
2025-01-01T00:20:15,4.885
2025-01-01T00:20:20,5.009
2025-01-01T00:20:25,5.057
2025-01-01T00:20:30,5.124
2025-01-01T00:20:35,5.168
2025-01-01T00:20:40,5.193
2025-01-01T00:20:45,5.321
2025-01-01T00:20:50,5.343
2025-01-01T00:20:55,5.429
2025-01-01T00:21:00,5.419
2025-01-01T00:21:05,5.410
