timestamp,voltage_V,temperature_K
2025-01-01T12:21:00,5.086,378.32
2025-01-01T12:21:05,5.055,377.43
2025-01-01T12:21:10,5.220,382.19
2025-01-01T12:21:20,5.342,385.71
2025-01-01T12:21:25,5.000,375.84
2025-01-01T12:21:30,5.432,388.30
2025-01-01T12:21:35,5.605,393.29
2025-01-01T12:21:45,3.183,323.43
2025-01-01T12:21:50,5.000,375.84
2025-01-01T12:21:55,5.000,375.84
2025-01-01T12:22:00,5.000,375.84
2025-01-01T12:22:05,5.000,375.84
2025-01-01T12:22:10,5.000,375.84
2025-01-01T12:22:15,5.385,386.95
2025-01-01T12:22:20,5.000,375.84
2025-01-01T12:22:25,5.000,375.84
2025-01-01T12:22:30,5.168,380.69
2025-01-01T12:22:35,5.078,378.09
2025-01-01T12:22:40,4.000,347.00
2025-01-01T12:22:45,4.809,370.33
2025-01-01T12:22:50,4.888,372.61
2025-01-01T12:22:55,4.772,369.27
2025-01-01T12:23:00,4.713,367.56
2025-01-01T12:23:05,4.000,347.00
2025-01-01T12:23:15,4.000,347.00
2025-01-01T12:23:20,4.000,347.00
2025-01-01T12:23:25,4.351,357.12
2025-01-01T12:23:30,4.329,356.49
2025-01-01T12:23:35,4.000,347.00
2025-01-01T12:23:40,4.504,361.53
2025-01-01T12:23:45,4.000,347.00
2025-01-01T12:23:50,4.000,347.00
2025-01-01T12:23:55,4.000,347.00
2025-01-01T12:24:05,4.000,347.00
2025-01-01T12:24:10,4.815,370.51
2025-01-01T12:24:15,4.964,374.80
2025-01-01T12:24:20,4.915,373.39
2025-01-01T12:24:25,5.191,381.35
2025-01-01T12:24:30,5.260,383.34
2025-01-01T12:24:35,5.256,383.23
2025-01-01T12:24:40,5.000,375.84
2025-01-01T12:24:50,5.000,375.84
2025-01-01T12:24:55,5.000,375.84
2025-01-01T12:25:05,5.000,375.84
2025-01-01T12:25:10,5.635,394.16
2025-01-01T12:25:15,5.691,395.77
2025-01-01T12:25:20,5.526,391.02
2025-01-01T12:25:30,5.000,375.84
2025-01-01T12:25:35,5.495,390.12
2025-01-01T12:25:40,5.000,375.84
2025-01-01T12:25:55,2.916,315.73
2025-01-01T12:26:05,4.000,347.00
2025-01-01T12:26:15,4.000,347.00
2025-01-01T12:26:20,4.000,347.00
2025-01-01T12:26:25,4.609,364.56
2025-01-01T12:26:30,4.416,359.00
2025-01-01T12:26:40,4.000,347.00
2025-01-01T12:26:50,4.000,347.00
2025-01-01T12:26:55,4.000,347.00
2025-01-01T12:27:10,4.000,347.00
2025-01-01T12:27:15,4.480,360.84
2025-01-01T12:27:20,4.000,347.00
2025-01-01T12:27:30,3.000,318.15
2025-01-01T12:27:35,4.985,375.41
2025-01-01T12:27:40,4.000,347.00
2025-01-01T12:27:45,5.000,375.84
2025-01-01T12:27:50,5.118,379.25
2025-01-01T12:27:55,5.218,382.13
2025-01-01T12:28:00,5.270,383.63
2025-01-01T12:28:05,5.513,390.64
2025-01-01T12:28:10,5.000,375.84
2025-01-01T12:28:15,5.527,391.04
2025-01-01T12:28:20,5.612,393.50
2025-01-01T12:28:25,5.523,390.93
2025-01-01T12:28:30,5.617,393.64
2025-01-01T12:28:35,5.660,394.88
2025-01-01T12:28:40,5.513,390.64
2025-01-01T12:28:45,5.000,375.84
2025-01-01T12:28:50,5.481,389.72
2025-01-01T12:28:55,5.000,375.84
2025-01-01T12:29:00,5.000,375.84
2025-01-01T12:29:05,5.277,383.83
2025-01-01T12:29:10,5.000,375.84
2025-01-01T12:29:15,5.020,376.42
2025-01-01T12:29:20,5.037,376.91
2025-01-01T12:29:25,7.925,460.22
2025-01-01T12:29:35,4.000,347.00
2025-01-01T12:29:40,4.000,347.00
2025-01-01T12:29:45,4.000,347.00
2025-01-01T12:29:50,4.576,363.61
2025-01-01T12:30:00,4.000,347.00
2025-01-01T12:30:05,4.000,347.00
2025-01-01T12:30:10,4.477,360.76
2025-01-01T12:30:15,4.503,361.51
2025-01-01T12:30:20,4.000,347.00
2025-01-01T12:30:25,4.429,359.37
2025-01-01T12:30:35,4.000,347.00
2025-01-01T12:30:40,4.000,347.00
2025-01-01T12:30:45,4.000,347.00
2025-01-01T12:30:50,4.773,369.29
2025-01-01T12:30:55,4.855,371.66
2025-01-01T12:31:00,5.000,375.84
2025-01-01T12:31:05,5.067,377.77
2025-01-01T12:31:10,5.277,383.83
2025-01-01T12:31:15,5.000,375.84
2025-01-01T12:31:25,5.492,390.03
2025-01-01T12:31:30,5.000,375.84
2025-01-01T12:31:40,5.546,391.59
2025-01-01T12:31:45,5.000,375.84
2025-01-01T12:31:55,5.000,375.84
2025-01-01T12:32:00,5.000,375.84
2025-01-01T12:32:05,5.631,394.04
2025-01-01T12:32:10,5.000,375.84
2025-01-01T12:32:15,2.590,306.32
2025-01-01T12:32:20,5.293,384.29
2025-01-01T12:32:30,5.000,375.84
2025-01-01T12:32:35,5.170,380.75
2025-01-01T12:32:40,5.000,375.84
2025-01-01T12:32:45,4.000,347.00
2025-01-01T12:32:50,4.000,347.00
2025-01-01T12:32:55,4.714,367.59
2025-01-01T12:33:05,4.477,360.76
2025-01-01T12:33:10,4.000,347.00
2025-01-01T12:33:15,4.000,347.00
2025-01-01T12:33:20,4.000,347.00
2025-01-01T12:33:25,4.314,356.05
2025-01-01T12:33:30,4.000,347.00
2025-01-01T12:33:35,4.346,356.98
2025-01-01T12:33:40,4.414,358.94
2025-01-01T12:33:45,4.000,347.00
2025-01-01T12:33:50,4.000,347.00
2025-01-01T12:33:55,4.631,365.20
2025-01-01T12:34:00,4.606,364.48
2025-01-01T12:34:05,4.683,366.70
2025-01-01T12:34:15,5.004,375.96
2025-01-01T12:34:20,5.000,375.84
2025-01-01T12:34:25,5.000,375.84
2025-01-01T12:34:35,5.000,375.84
2025-01-01T12:34:40,5.000,375.84
2025-01-01T12:34:45,5.480,389.69
2025-01-01T12:34:55,5.000,375.84
2025-01-01T12:35:00,5.000,375.84
