timestamp,voltage_V,humedad
2025-01-01T12:12:00,7.978,114.522
2025-01-01T12:12:05,7.875,112.992
2025-01-01T12:12:10,5.141,72.397
2025-01-01T12:12:15,5.203,73.317
2025-01-01T12:12:20,5.323,75.099
2025-01-01T12:12:25,5.518,77.995
2025-01-01T12:12:30,5.460,77.133
2025-01-01T12:12:35,5.567,78.722
2025-01-01T12:12:40,5.520,78.024
2025-01-01T12:12:45,5.589,79.049
2025-01-01T12:12:50,5.647,79.910
2025-01-01T12:13:00,5.576,78.856
2025-01-01T12:13:05,5.582,78.945
2025-01-01T12:13:10,5.559,78.603
2025-01-01T12:13:15,5.509,77.861
2025-01-01T12:13:30,5.092,71.669
2025-01-01T12:13:35,5.164,72.738
2025-01-01T12:13:45,5.005,70.377
2025-01-01T12:13:50,4.781,67.051
2025-01-01T12:14:00,4.703,65.893
2025-01-01T12:14:10,4.433,61.884
2025-01-01T12:14:15,4.399,61.379
2025-01-01T12:14:20,4.396,61.335
2025-01-01T12:14:25,4.439,61.973
2025-01-01T12:14:30,4.372,60.978
2025-01-01T12:14:40,4.521,63.191
2025-01-01T12:14:45,4.504,62.938
2025-01-01T12:14:50,8.663,124.693
2025-01-01T12:14:55,4.590,64.215
2025-01-01T12:15:00,4.741,66.457
2025-01-01T12:15:05,4.773,66.932
2025-01-01T12:15:10,4.803,67.378
2025-01-01T12:15:15,4.811,67.497
2025-01-01T12:15:20,4.956,69.650
2025-01-01T12:15:25,5.179,72.961
2025-01-01T12:15:30,2.964,40.072
2025-01-01T12:15:35,5.339,75.337
2025-01-01T12:15:40,5.355,75.574
2025-01-01T12:15:45,5.394,76.153
2025-01-01T12:15:50,5.487,77.534
2025-01-01T12:15:55,5.562,78.648
2025-01-01T12:16:00,5.521,78.039
2025-01-01T12:16:05,5.665,80.177
2025-01-01T12:16:10,5.520,78.024
2025-01-01T12:16:15,5.529,78.158
2025-01-01T12:16:20,5.474,77.341
2025-01-01T12:16:25,5.591,79.078
2025-01-01T12:16:30,5.398,76.213
2025-01-01T12:16:40,5.305,74.832
2025-01-01T12:16:45,5.323,75.099
2025-01-01T12:16:50,5.156,72.619
2025-01-01T12:16:55,5.155,72.605
2025-01-01T12:17:00,5.081,71.506
2025-01-01T12:17:05,3.399,46.531
2025-01-01T12:17:10,4.878,68.492
2025-01-01T12:17:15,4.687,65.655
2025-01-01T12:17:20,4.556,63.710
2025-01-01T12:17:25,4.536,63.413
2025-01-01T12:17:30,4.438,61.958
2025-01-01T12:17:35,4.461,62.300
2025-01-01T12:17:40,4.382,61.127
2025-01-01T12:17:45,4.337,60.458
2025-01-01T12:17:50,4.458,62.255
2025-01-01T12:18:00,4.457,62.240
2025-01-01T12:18:05,4.483,62.626
2025-01-01T12:18:10,8.601,123.772
2025-01-01T12:18:15,4.480,62.582
2025-01-01T12:18:20,4.615,64.586
2025-01-01T12:18:25,4.730,66.294
2025-01-01T12:18:30,2.628,35.082
2025-01-01T12:18:35,4.992,70.184
2025-01-01T12:18:40,5.006,70.392
2025-01-01T12:18:45,5.106,71.877
2025-01-01T12:18:50,5.188,73.095
2025-01-01T12:18:55,5.207,73.377
2025-01-01T12:19:00,5.431,76.703
2025-01-01T12:19:05,5.497,77.683
2025-01-01T12:19:10,5.402,76.272
2025-01-01T12:19:20,5.589,79.049
2025-01-01T12:19:30,5.617,79.465
2025-01-01T12:19:40,5.538,78.292
2025-01-01T12:19:45,5.442,76.866
2025-01-01T12:19:50,5.475,77.356
2025-01-01T12:19:55,5.460,77.133
2025-01-01T12:20:10,8.375,120.417
2025-01-01T12:20:20,5.071,71.357
2025-01-01T12:20:25,4.998,70.273
2025-01-01T12:20:30,4.846,68.016
2025-01-01T12:20:35,4.797,67.289
2025-01-01T12:20:40,4.727,66.249
2025-01-01T12:20:45,4.523,63.220
2025-01-01T12:20:50,4.541,63.488
2025-01-01T12:20:55,3.201,43.591
2025-01-01T12:21:00,4.497,62.834
2025-01-01T12:21:05,9.041,130.306
2025-01-01T12:21:10,4.374,61.008
2025-01-01T12:21:15,4.444,62.047
2025-01-01T12:21:20,4.505,62.953
2025-01-01T12:21:25,4.396,61.335
2025-01-01T12:21:30,4.502,62.908
2025-01-01T12:21:35,2.948,39.834
2025-01-01T12:21:45,4.692,65.730
2025-01-01T12:21:50,4.795,67.259
2025-01-01T12:22:00,4.940,69.412
2025-01-01T12:22:05,5.007,70.407
2025-01-01T12:22:10,5.244,73.926
2025-01-01T12:22:15,5.271,74.327
2025-01-01T12:22:20,5.429,76.673
2025-01-01T12:22:25,5.403,76.287
2025-01-01T12:22:30,5.540,78.321
2025-01-01T12:22:35,5.576,78.856
2025-01-01T12:22:40,5.475,77.356
2025-01-01T12:22:45,5.555,78.544
