timestamp,voltage_V,humedad
2025-01-01T12:21:00,5.086,71.580
2025-01-01T12:21:05,5.055,71.120
2025-01-01T12:21:10,5.220,73.570
2025-01-01T12:21:20,5.342,75.381
2025-01-01T12:21:25,5.000,70.303
2025-01-01T12:21:30,5.432,76.718
2025-01-01T12:21:35,5.605,79.286
2025-01-01T12:21:45,3.183,43.323
2025-01-01T12:21:50,5.000,70.303
2025-01-01T12:21:55,5.000,70.303
2025-01-01T12:22:00,5.000,70.303
2025-01-01T12:22:05,5.000,70.303
2025-01-01T12:22:10,5.000,70.303
2025-01-01T12:22:15,5.385,76.020
2025-01-01T12:22:20,5.000,70.303
2025-01-01T12:22:25,5.000,70.303
2025-01-01T12:22:30,5.168,72.798
2025-01-01T12:22:35,5.078,71.461
2025-01-01T12:22:40,4.000,55.455
2025-01-01T12:22:45,4.809,67.467
2025-01-01T12:22:50,4.888,68.640
2025-01-01T12:22:55,4.772,66.918
2025-01-01T12:23:00,4.713,66.042
2025-01-01T12:23:05,4.000,55.455
2025-01-01T12:23:15,4.000,55.455
2025-01-01T12:23:20,4.000,55.455
2025-01-01T12:23:25,4.351,60.666
2025-01-01T12:23:30,4.329,60.340
2025-01-01T12:23:35,4.000,55.455
2025-01-01T12:23:40,4.504,62.938
2025-01-01T12:23:45,4.000,55.455
2025-01-01T12:23:50,4.000,55.455
2025-01-01T12:23:55,4.000,55.455
2025-01-01T12:24:05,4.000,55.455
2025-01-01T12:24:10,4.815,67.556
2025-01-01T12:24:15,4.964,69.768
2025-01-01T12:24:20,4.915,69.041
2025-01-01T12:24:25,5.191,73.139
2025-01-01T12:24:30,5.260,74.164
2025-01-01T12:24:35,5.256,74.104
2025-01-01T12:24:40,5.000,70.303
2025-01-01T12:24:50,5.000,70.303
2025-01-01T12:24:55,5.000,70.303
2025-01-01T12:25:05,5.000,70.303
2025-01-01T12:25:10,5.635,79.732
2025-01-01T12:25:15,5.691,80.563
2025-01-01T12:25:20,5.526,78.113
2025-01-01T12:25:30,5.000,70.303
2025-01-01T12:25:35,5.495,77.653
2025-01-01T12:25:40,5.000,70.303
2025-01-01T12:25:55,2.916,39.359
2025-01-01T12:26:05,4.000,55.455
2025-01-01T12:26:15,4.000,55.455
2025-01-01T12:26:20,4.000,55.455
2025-01-01T12:26:25,4.609,64.497
2025-01-01T12:26:30,4.416,61.632
2025-01-01T12:26:40,4.000,55.455
2025-01-01T12:26:50,4.000,55.455
2025-01-01T12:26:55,4.000,55.455
2025-01-01T12:27:10,4.000,55.455
2025-01-01T12:27:15,4.480,62.582
2025-01-01T12:27:20,4.000,55.455
2025-01-01T12:27:30,3.000,40.606
2025-01-01T12:27:35,4.985,70.080
2025-01-01T12:27:40,4.000,55.455
2025-01-01T12:27:45,5.000,70.303
2025-01-01T12:27:50,5.118,72.055
2025-01-01T12:27:55,5.218,73.540
2025-01-01T12:28:00,5.270,74.312
2025-01-01T12:28:05,5.513,77.920
2025-01-01T12:28:10,5.000,70.303
2025-01-01T12:28:15,5.527,78.128
2025-01-01T12:28:20,5.612,79.390
2025-01-01T12:28:25,5.523,78.069
2025-01-01T12:28:30,5.617,79.465
2025-01-01T12:28:35,5.660,80.103
2025-01-01T12:28:40,5.513,77.920
2025-01-01T12:28:45,5.000,70.303
2025-01-01T12:28:50,5.481,77.445
2025-01-01T12:28:55,5.000,70.303
2025-01-01T12:29:00,5.000,70.303
2025-01-01T12:29:05,5.277,74.416
2025-01-01T12:29:10,5.000,70.303
2025-01-01T12:29:15,5.020,70.600
2025-01-01T12:29:20,5.037,70.852
2025-01-01T12:29:25,7.925,113.735
2025-01-01T12:29:35,4.000,55.455
2025-01-01T12:29:40,4.000,55.455
2025-01-01T12:29:45,4.000,55.455
2025-01-01T12:29:50,4.576,64.007
2025-01-01T12:30:00,4.000,55.455
2025-01-01T12:30:05,4.000,55.455
2025-01-01T12:30:10,4.477,62.537
2025-01-01T12:30:15,4.503,62.923
2025-01-01T12:30:20,4.000,55.455
2025-01-01T12:30:25,4.429,61.825
2025-01-01T12:30:35,4.000,55.455
2025-01-01T12:30:40,4.000,55.455
2025-01-01T12:30:45,4.000,55.455
2025-01-01T12:30:50,4.773,66.932
2025-01-01T12:30:55,4.855,68.150
2025-01-01T12:31:00,5.000,70.303
2025-01-01T12:31:05,5.067,71.298
2025-01-01T12:31:10,5.277,74.416
2025-01-01T12:31:15,5.000,70.303
2025-01-01T12:31:25,5.492,77.608
2025-01-01T12:31:30,5.000,70.303
2025-01-01T12:31:40,5.546,78.410
2025-01-01T12:31:45,5.000,70.303
2025-01-01T12:31:55,5.000,70.303
2025-01-01T12:32:00,5.000,70.303
2025-01-01T12:32:05,5.631,79.672
2025-01-01T12:32:10,5.000,70.303
2025-01-01T12:32:15,2.590,34.518
2025-01-01T12:32:20,5.293,74.654
2025-01-01T12:32:30,5.000,70.303
2025-01-01T12:32:35,5.170,72.827
2025-01-01T12:32:40,5.000,70.303
2025-01-01T12:32:45,4.000,55.455
2025-01-01T12:32:50,4.000,55.455
2025-01-01T12:32:55,4.714,66.056
2025-01-01T12:33:05,4.477,62.537
2025-01-01T12:33:10,4.000,55.455
2025-01-01T12:33:15,4.000,55.455
2025-01-01T12:33:20,4.000,55.455
2025-01-01T12:33:25,4.314,60.117
2025-01-01T12:33:30,4.000,55.455
2025-01-01T12:33:35,4.346,60.592
2025-01-01T12:33:40,4.414,61.602
2025-01-01T12:33:45,4.000,55.455
2025-01-01T12:33:50,4.000,55.455
2025-01-01T12:33:55,4.631,64.824
2025-01-01T12:34:00,4.606,64.453
2025-01-01T12:34:05,4.683,65.596
2025-01-01T12:34:15,5.004,70.362
2025-01-01T12:34:20,5.000,70.303
2025-01-01T12:34:25,5.000,70.303
2025-01-01T12:34:35,5.000,70.303
2025-01-01T12:34:40,5.000,70.303
2025-01-01T12:34:45,5.480,77.430
2025-01-01T12:34:55,5.000,70.303
2025-01-01T12:35:00,5.000,70.303
2025-01-01T12:35:05,5.614,79.420
2025-01-01T12:35:15,5.579,78.900
2025-01-01T12:35:25,5.561,78.633
2025-01-01T12:35:30,5.455,77.059
2025-01-01T12:35:35,5.000,70.303
2025-01-01T12:35:40,5.000,70.303
2025-01-01T12:35:45,5.000,70.303
