timestamp,voltage_V,humedad
2025-01-01T12:30:00,4.917,69.071
2025-01-01T12:30:05,5.145,72.456
2025-01-01T12:30:15,5.298,74.728
2025-01-01T12:30:20,5.283,74.505
2025-01-01T12:30:25,5.496,77.668
2025-01-01T12:30:30,5.507,77.831
2025-01-01T12:30:35,5.507,77.831
2025-01-01T12:30:40,5.508,77.846
2025-01-01T12:30:45,5.692,80.578
2025-01-01T12:30:50,5.613,79.405
2025-01-01T12:30:55,5.566,78.707
2025-01-01T12:31:00,5.515,77.950
2025-01-01T12:31:05,5.613,79.405
2025-01-01T12:31:10,5.583,78.960
2025-01-01T12:31:15,5.471,77.297
2025-01-01T12:31:20,5.266,74.253
2025-01-01T12:31:30,5.218,73.540
2025-01-01T12:31:35,5.050,71.045
2025-01-01T12:31:40,5.066,71.283
2025-01-01T12:31:45,4.886,68.610
2025-01-01T12:31:50,4.786,67.125
2025-01-01T12:31:55,4.697,65.804
2025-01-01T12:32:00,4.703,65.893
2025-01-01T12:32:05,4.528,63.295
2025-01-01T12:32:10,4.522,63.205
2025-01-01T12:32:15,4.482,62.612
2025-01-01T12:32:20,4.354,60.711
2025-01-01T12:32:25,4.485,62.656
2025-01-01T12:32:30,4.440,61.988
2025-01-01T12:32:35,4.498,62.849
2025-01-01T12:32:40,4.347,60.607
2025-01-01T12:32:45,4.517,63.131
2025-01-01T12:32:50,8.524,122.629
2025-01-01T12:32:55,4.559,63.755
2025-01-01T12:33:00,7.920,113.661
2025-01-01T12:33:05,4.807,67.437
2025-01-01T12:33:15,4.924,69.175
2025-01-01T12:33:20,4.969,69.843
2025-01-01T12:33:25,5.006,70.392
2025-01-01T12:33:30,5.116,72.025
2025-01-01T12:33:35,5.206,73.362
2025-01-01T12:33:40,5.439,76.822
2025-01-01T12:33:45,5.387,76.049
2025-01-01T12:33:50,5.551,78.485
2025-01-01T12:33:55,5.483,77.475
2025-01-01T12:34:00,5.568,78.737
2025-01-01T12:34:05,5.529,78.158
2025-01-01T12:34:10,5.693,80.593
2025-01-01T12:34:20,5.653,79.999
2025-01-01T12:34:25,5.592,79.093
2025-01-01T12:34:30,5.535,78.247
2025-01-01T12:34:35,5.409,76.376
2025-01-01T12:34:40,5.347,75.455
2025-01-01T12:34:45,5.235,73.792
2025-01-01T12:34:50,5.101,71.803
2025-01-01T12:34:55,5.090,71.639
2025-01-01T12:35:05,4.920,69.115
2025-01-01T12:35:10,4.879,68.506
2025-01-01T12:35:15,4.654,65.165
2025-01-01T12:35:20,4.675,65.477
2025-01-01T12:35:30,4.531,63.339
2025-01-01T12:35:40,4.514,63.087
2025-01-01T12:35:45,4.384,61.156
2025-01-01T12:35:50,4.368,60.919
2025-01-01T12:35:55,4.346,60.592
2025-01-01T12:36:05,4.523,63.220
2025-01-01T12:36:10,4.543,63.517
2025-01-01T12:36:15,4.568,63.888
2025-01-01T12:36:20,4.666,65.344
2025-01-01T12:36:25,4.688,65.670
