timestamp,voltage_V,humedad
2025-01-01T12:27:00,4.000,55.455
2025-01-01T12:27:05,5.081,71.506
2025-01-01T12:27:10,5.127,72.189
2025-01-01T12:27:15,5.338,75.322
2025-01-01T12:27:20,5.000,70.303
2025-01-01T12:27:25,5.000,70.303
2025-01-01T12:27:30,5.392,76.124
2025-01-01T12:27:35,8.000,114.848
2025-01-01T12:27:40,5.000,70.303
2025-01-01T12:27:50,5.546,78.410
2025-01-01T12:27:55,5.000,70.303
2025-01-01T12:28:00,5.000,70.303
2025-01-01T12:28:05,5.533,78.217
2025-01-01T12:28:10,5.423,76.584
2025-01-01T12:28:15,5.000,70.303
2025-01-01T12:28:20,5.000,70.303
2025-01-01T12:28:25,5.336,75.292
2025-01-01T12:28:30,5.245,73.941
2025-01-01T12:28:35,5.000,70.303
2025-01-01T12:28:40,4.000,55.455
2025-01-01T12:28:50,4.000,55.455
2025-01-01T12:28:55,4.000,55.455
2025-01-01T12:29:00,4.551,63.636
2025-01-01T12:29:05,4.000,55.455
2025-01-01T12:29:15,4.000,55.455
2025-01-01T12:29:20,4.452,62.166
2025-01-01T12:29:25,4.000,55.455
2025-01-01T12:29:30,4.000,55.455
2025-01-01T12:29:35,4.000,55.455
2025-01-01T12:29:40,4.489,62.715
2025-01-01T12:29:45,4.396,61.335
2025-01-01T12:29:50,4.000,55.455
2025-01-01T12:29:55,9.183,132.414
2025-01-01T12:30:00,4.660,65.255
2025-01-01T12:30:05,7.000,100.000
2025-01-01T12:30:10,4.000,55.455
2025-01-01T12:30:15,2.000,25.758
2025-01-01T12:30:20,4.978,69.976
2025-01-01T12:30:25,5.022,70.630
2025-01-01T12:30:30,2.654,35.468
2025-01-01T12:30:35,5.000,70.303
2025-01-01T12:30:40,5.407,76.346
2025-01-01T12:30:45,5.469,77.267
2025-01-01T12:30:50,5.000,70.303
2025-01-01T12:30:55,5.606,79.301
2025-01-01T12:31:00,5.000,70.303
2025-01-01T12:31:05,5.640,79.806
2025-01-01T12:31:10,5.000,70.303
2025-01-01T12:31:15,5.000,70.303
2025-01-01T12:31:20,5.608,79.331
2025-01-01T12:31:25,7.978,114.522
2025-01-01T12:31:30,5.525,78.098
2025-01-01T12:31:35,5.350,75.500
2025-01-01T12:31:40,5.255,74.089
2025-01-01T12:31:45,5.000,70.303
2025-01-01T12:31:50,5.000,70.303
2025-01-01T12:31:55,7.000,100.000
2025-01-01T12:32:00,5.004,70.362
2025-01-01T12:32:05,4.929,69.249
2025-01-01T12:32:10,4.000,55.455
2025-01-01T12:32:15,4.652,65.136
2025-01-01T12:32:20,4.726,66.235
2025-01-01T12:32:25,4.000,55.455
2025-01-01T12:32:30,4.507,62.983
2025-01-01T12:32:35,4.451,62.151
2025-01-01T12:32:45,4.405,61.468
2025-01-01T12:33:00,4.000,55.455
2025-01-01T12:33:05,4.541,63.488
2025-01-01T12:33:10,4.481,62.597
2025-01-01T12:33:15,4.662,65.284
2025-01-01T12:33:20,4.000,55.455
2025-01-01T12:33:25,4.730,66.294
2025-01-01T12:33:30,4.000,55.455
2025-01-01T12:33:35,4.000,55.455
2025-01-01T12:33:45,5.000,70.303
2025-01-01T12:33:55,5.000,70.303
2025-01-01T12:34:00,5.000,70.303
2025-01-01T12:34:05,5.000,70.303
2025-01-01T12:34:10,5.561,78.633
2025-01-01T12:34:15,5.000,70.303
2025-01-01T12:34:25,5.000,70.303
2025-01-01T12:34:30,5.000,70.303
2025-01-01T12:34:35,5.576,78.856
2025-01-01T12:34:40,5.000,70.303
2025-01-01T12:34:45,5.000,70.303
2025-01-01T12:34:50,5.390,76.094
2025-01-01T12:34:55,5.424,76.599
2025-01-01T12:35:00,5.000,70.303
2025-01-01T12:35:05,5.000,70.303
2025-01-01T12:35:15,5.000,70.303
2025-01-01T12:35:20,4.973,69.902
2025-01-01T12:35:25,4.000,55.455
2025-01-01T12:35:30,4.892,68.699
2025-01-01T12:35:35,4.798,67.304
2025-01-01T12:35:40,4.580,64.067
2025-01-01T12:35:45,4.660,65.255
2025-01-01T12:36:00,2.000,25.758
2025-01-01T12:36:05,4.413,61.587
2025-01-01T12:36:15,4.000,55.455
2025-01-01T12:36:20,4.000,55.455
2025-01-01T12:36:25,4.413,61.587
2025-01-01T12:36:35,4.000,55.455
2025-01-01T12:36:50,4.000,55.455
2025-01-01T12:36:55,4.972,69.887
2025-01-01T12:37:00,5.021,70.615
2025-01-01T12:37:15,5.355,75.574
2025-01-01T12:37:20,5.000,70.303
2025-01-01T12:37:25,5.504,77.787
2025-01-01T12:37:30,8.189,117.655
2025-01-01T12:37:35,5.608,79.331
2025-01-01T12:37:40,5.563,78.663
2025-01-01T12:37:50,5.000,70.303
2025-01-01T12:37:55,5.564,78.678
2025-01-01T12:38:00,5.000,70.303
2025-01-01T12:38:05,8.000,114.848
2025-01-01T12:38:10,5.485,77.505
2025-01-01T12:38:15,5.524,78.084
2025-01-01T12:38:20,5.000,70.303
2025-01-01T12:38:25,5.249,74.000
2025-01-01T12:38:30,5.194,73.184
2025-01-01T12:38:35,5.037,70.852
2025-01-01T12:38:40,5.000,70.303
