timestamp,voltage_V,humedad
2025-01-01T12:06:00,4.918,69.085
2025-01-01T12:06:05,5.015,70.526
2025-01-01T12:06:10,5.283,74.505
2025-01-01T12:06:15,2.839,38.215
2025-01-01T12:06:20,5.422,76.569
2025-01-01T12:06:25,5.508,77.846
2025-01-01T12:06:30,5.397,76.198
2025-01-01T12:06:35,5.474,77.341
2025-01-01T12:06:40,5.547,78.425
2025-01-01T12:06:45,5.508,77.846
2025-01-01T12:06:50,5.568,78.737
2025-01-01T12:06:55,8.145,117.002
2025-01-01T12:07:00,5.493,77.623
2025-01-01T12:07:05,5.475,77.356
2025-01-01T12:07:10,5.531,78.188
2025-01-01T12:07:15,5.430,76.688
2025-01-01T12:07:20,5.288,74.579
2025-01-01T12:07:25,5.335,75.277
2025-01-01T12:07:30,5.213,73.466
2025-01-01T12:07:35,5.001,70.318
2025-01-01T12:07:40,5.066,71.283
2025-01-01T12:07:45,4.909,68.952
2025-01-01T12:07:55,4.743,66.487
2025-01-01T12:08:00,9.038,130.261
2025-01-01T12:08:05,4.553,63.666
2025-01-01T12:08:10,4.502,62.908
2025-01-01T12:08:15,4.415,61.617
2025-01-01T12:08:20,4.357,60.755
2025-01-01T12:08:30,8.034,115.353
2025-01-01T12:08:35,8.369,120.328
2025-01-01T12:08:40,4.370,60.948
2025-01-01T12:08:45,4.475,62.508
2025-01-01T12:08:50,4.612,64.542
2025-01-01T12:08:55,4.547,63.577
2025-01-01T12:09:00,4.671,65.418
2025-01-01T12:09:05,4.653,65.151
2025-01-01T12:09:10,4.871,68.388
2025-01-01T12:09:15,4.917,69.071
2025-01-01T12:09:20,4.929,69.249
2025-01-01T12:09:25,5.079,71.476
2025-01-01T12:09:30,5.285,74.535
2025-01-01T12:09:35,5.308,74.876
2025-01-01T12:09:40,5.378,75.916
2025-01-01T12:09:45,3.190,43.427
2025-01-01T12:09:55,5.577,78.871
2025-01-01T12:10:00,5.524,78.084
2025-01-01T12:10:05,8.531,122.733
2025-01-01T12:10:10,5.548,78.440
2025-01-01T12:10:15,5.537,78.277
2025-01-01T12:10:25,5.625,79.583
2025-01-01T12:10:30,5.434,76.747
2025-01-01T12:10:35,5.401,76.257
2025-01-01T12:10:45,5.212,73.451
2025-01-01T12:10:50,5.211,73.436
2025-01-01T12:10:55,5.082,71.521
2025-01-01T12:11:00,5.047,71.001
2025-01-01T12:11:05,4.852,68.105
2025-01-01T12:11:10,4.740,66.442
2025-01-01T12:11:15,4.766,66.828
2025-01-01T12:11:20,4.602,64.393
2025-01-01T12:11:25,4.484,62.641
2025-01-01T12:11:35,4.560,63.770
2025-01-01T12:11:40,4.452,62.166
2025-01-01T12:11:45,4.433,61.884
2025-01-01T12:11:50,4.461,62.300
2025-01-01T12:11:55,4.326,60.295
2025-01-01T12:12:00,4.356,60.741
2025-01-01T12:12:05,4.554,63.681
2025-01-01T12:12:25,4.725,66.220
2025-01-01T12:12:30,8.884,127.975
2025-01-01T12:12:35,4.871,68.388
2025-01-01T12:12:40,5.026,70.689
2025-01-01T12:12:50,5.281,74.475
2025-01-01T12:12:55,5.229,73.703
2025-01-01T12:13:00,5.286,74.550
2025-01-01T12:13:05,5.519,78.009
2025-01-01T12:13:10,5.498,77.698
2025-01-01T12:13:15,5.570,78.767
2025-01-01T12:13:20,5.493,77.623
2025-01-01T12:13:25,5.538,78.292
2025-01-01T12:13:30,5.601,79.227
2025-01-01T12:13:35,5.685,80.474
2025-01-01T12:13:40,5.589,79.049
2025-01-01T12:13:45,5.580,78.915
2025-01-01T12:13:50,5.575,78.841
2025-01-01T12:13:55,5.375,75.871
2025-01-01T12:14:00,5.283,74.505
2025-01-01T12:14:10,5.100,71.788
2025-01-01T12:14:15,5.009,70.437
2025-01-01T12:14:30,4.786,67.125
2025-01-01T12:14:35,4.700,65.848
2025-01-01T12:14:40,4.718,66.116
2025-01-01T12:14:45,4.655,65.180
2025-01-01T12:15:00,4.400,61.394
2025-01-01T12:15:05,4.417,61.646
2025-01-01T12:15:15,4.469,62.418
2025-01-01T12:15:20,4.479,62.567
2025-01-01T12:15:25,4.521,63.191
2025-01-01T12:15:30,4.537,63.428
2025-01-01T12:15:35,4.560,63.770
2025-01-01T12:15:40,4.700,65.848
2025-01-01T12:15:50,4.910,68.967
2025-01-01T12:15:55,4.954,69.620
2025-01-01T12:16:00,5.000,70.303
2025-01-01T12:16:05,5.123,72.129
2025-01-01T12:16:10,5.136,72.322
2025-01-01T12:16:15,5.286,74.550
2025-01-01T12:16:20,5.431,76.703
2025-01-01T12:16:25,5.479,77.415
2025-01-01T12:16:30,5.446,76.925
2025-01-01T12:16:35,5.514,77.935
2025-01-01T12:16:40,5.610,79.361
2025-01-01T12:16:45,5.493,77.623
2025-01-01T12:16:55,5.686,80.489
2025-01-01T12:17:00,5.527,78.128
2025-01-01T12:17:05,5.465,77.208
2025-01-01T12:17:10,5.508,77.846
2025-01-01T12:17:15,5.413,76.435
2025-01-01T12:17:20,5.418,76.510
2025-01-01T12:17:25,5.332,75.233
2025-01-01T12:17:30,5.114,71.996
2025-01-01T12:17:35,5.029,70.734
2025-01-01T12:17:40,4.982,70.036
2025-01-01T12:17:45,3.231,44.036
2025-01-01T12:17:50,4.819,67.615
2025-01-01T12:17:55,4.811,67.497
2025-01-01T12:18:00,4.671,65.418
2025-01-01T12:18:05,4.523,63.220
2025-01-01T12:18:10,4.566,63.859
2025-01-01T12:18:15,4.533,63.369
2025-01-01T12:18:20,4.477,62.537
2025-01-01T12:18:25,8.855,127.544
2025-01-01T12:18:30,7.870,112.918
2025-01-01T12:18:35,4.370,60.948
2025-01-01T12:18:40,4.417,61.646
2025-01-01T12:18:45,4.551,63.636
2025-01-01T12:18:50,4.479,62.567
2025-01-01T12:18:55,4.487,62.686
2025-01-01T12:19:00,4.695,65.774
2025-01-01T12:19:05,8.898,128.182
2025-01-01T12:19:15,4.950,69.561
2025-01-01T12:19:20,4.958,69.679
2025-01-01T12:19:25,5.064,71.253
2025-01-01T12:19:30,5.263,74.208
2025-01-01T12:19:35,5.341,75.366
2025-01-01T12:19:40,5.287,74.565
2025-01-01T12:19:45,8.351,120.060
2025-01-01T12:19:50,5.531,78.188
2025-01-01T12:19:55,5.482,77.460
2025-01-01T12:20:05,5.590,79.064
2025-01-01T12:20:10,2.621,34.978
2025-01-01T12:20:15,5.536,78.262
2025-01-01T12:20:20,5.553,78.514
2025-01-01T12:20:25,5.620,79.509
2025-01-01T12:20:30,5.536,78.262
2025-01-01T12:20:35,5.485,77.505
2025-01-01T12:20:40,5.371,75.812
2025-01-01T12:20:45,5.366,75.738
2025-01-01T12:20:50,5.267,74.268
2025-01-01T12:20:55,5.161,72.694
