timestamp,voltage_V,humedad
2025-01-01T12:18:00,5.094,71.699
2025-01-01T12:18:05,5.118,72.055
2025-01-01T12:18:10,5.160,72.679
2025-01-01T12:18:15,5.209,73.406
2025-01-01T12:18:20,5.358,75.619
2025-01-01T12:18:30,5.561,78.633
2025-01-01T12:18:35,5.626,79.598
2025-01-01T12:18:40,5.535,78.247
2025-01-01T12:18:45,5.653,79.999
2025-01-01T12:18:50,5.513,77.920
2025-01-01T12:18:55,5.587,79.019
2025-01-01T12:19:00,5.544,78.381
2025-01-01T12:19:05,5.459,77.118
2025-01-01T12:19:15,5.349,75.485
2025-01-01T12:19:20,5.310,74.906
2025-01-01T12:19:25,5.202,73.302
2025-01-01T12:19:30,5.137,72.337
2025-01-01T12:19:35,4.996,70.244
2025-01-01T12:19:50,4.793,67.229
2025-01-01T12:19:55,4.729,66.279
2025-01-01T12:20:00,4.549,63.606
2025-01-01T12:20:05,4.635,64.883
2025-01-01T12:20:10,8.170,117.373
2025-01-01T12:20:20,4.417,61.646
2025-01-01T12:20:25,4.333,60.399
2025-01-01T12:20:30,4.359,60.785
2025-01-01T12:20:35,4.500,62.879
2025-01-01T12:20:40,4.521,63.191
2025-01-01T12:20:50,4.522,63.205
2025-01-01T12:20:55,4.589,64.200
2025-01-01T12:21:00,4.666,65.344
2025-01-01T12:21:05,4.672,65.433
2025-01-01T12:21:10,4.757,66.695
2025-01-01T12:21:20,5.074,71.402
2025-01-01T12:21:30,5.128,72.204
2025-01-01T12:21:35,3.194,43.487
2025-01-01T12:21:40,5.353,75.545
2025-01-01T12:21:45,5.467,77.237
2025-01-01T12:21:50,5.536,78.262
2025-01-01T12:21:55,5.561,78.633
2025-01-01T12:22:10,5.658,80.073
2025-01-01T12:22:15,5.532,78.202
2025-01-01T12:22:20,5.522,78.054
2025-01-01T12:22:25,5.602,79.242
2025-01-01T12:22:30,5.427,76.643
2025-01-01T12:22:40,5.383,75.990
2025-01-01T12:22:45,5.199,73.258
2025-01-01T12:22:50,5.136,72.322
2025-01-01T12:23:00,3.439,47.125
2025-01-01T12:23:05,4.842,67.957
2025-01-01T12:23:10,4.913,69.011
2025-01-01T12:23:15,4.702,65.878
2025-01-01T12:23:20,4.743,66.487
2025-01-01T12:23:25,4.673,65.448
2025-01-01T12:23:30,4.461,62.300
2025-01-01T12:23:35,4.435,61.914
2025-01-01T12:23:45,4.377,61.052
2025-01-01T12:23:50,4.414,61.602
2025-01-01T12:23:55,4.481,62.597
2025-01-01T12:24:00,4.438,61.958
2025-01-01T12:24:05,4.522,63.205
2025-01-01T12:24:10,4.433,61.884
2025-01-01T12:24:15,4.523,63.220
2025-01-01T12:24:20,4.629,64.794
2025-01-01T12:24:25,7.818,112.146
2025-01-01T12:24:30,4.818,67.601
2025-01-01T12:24:35,4.964,69.768
2025-01-01T12:24:40,5.095,71.714
2025-01-01T12:24:45,5.020,70.600
2025-01-01T12:24:50,5.136,72.322
2025-01-01T12:24:55,5.173,72.872
2025-01-01T12:25:00,5.372,75.827
2025-01-01T12:25:05,5.466,77.222
2025-01-01T12:25:10,8.277,118.962
2025-01-01T12:25:15,5.590,79.064
2025-01-01T12:25:20,5.670,80.252
2025-01-01T12:25:25,5.568,78.737
2025-01-01T12:25:30,5.689,80.534
2025-01-01T12:25:35,5.650,79.955
2025-01-01T12:25:40,5.655,80.029
2025-01-01T12:25:45,5.607,79.316
2025-01-01T12:25:50,5.540,78.321
2025-01-01T12:26:00,5.320,75.055
2025-01-01T12:26:05,5.189,73.109
2025-01-01T12:26:10,5.250,74.015
2025-01-01T12:26:15,5.048,71.016
2025-01-01T12:26:25,8.448,121.501
2025-01-01T12:26:30,4.743,66.487
2025-01-01T12:26:35,4.823,67.675
2025-01-01T12:26:40,4.626,64.750
2025-01-01T12:27:00,4.486,62.671
2025-01-01T12:27:05,4.421,61.706
2025-01-01T12:27:10,4.439,61.973
2025-01-01T12:27:15,4.466,62.374
2025-01-01T12:27:20,4.361,60.815
2025-01-01T12:27:25,4.509,63.012
2025-01-01T12:27:30,4.584,64.126
2025-01-01T12:27:35,4.654,65.165
2025-01-01T12:27:40,4.578,64.037
2025-01-01T12:27:45,4.671,65.418
2025-01-01T12:27:55,4.956,69.650
2025-01-01T12:28:00,4.984,70.065
2025-01-01T12:28:05,5.152,72.560
2025-01-01T12:28:10,5.259,74.149
2025-01-01T12:28:15,5.257,74.119
2025-01-01T12:28:20,5.333,75.248
2025-01-01T12:28:25,5.424,76.599
2025-01-01T12:28:30,5.402,76.272
2025-01-01T12:28:35,5.563,78.663
2025-01-01T12:28:40,5.527,78.128
2025-01-01T12:28:45,5.632,79.687
2025-01-01T12:29:00,5.491,77.594
2025-01-01T12:29:05,5.605,79.286
2025-01-01T12:29:10,5.529,78.158
2025-01-01T12:29:15,5.520,78.024
2025-01-01T12:29:20,5.333,75.248
2025-01-01T12:29:25,5.302,74.787
2025-01-01T12:29:30,5.255,74.089
2025-01-01T12:29:35,5.132,72.263
2025-01-01T12:29:40,5.026,70.689
